[Czas: 15:55:19.777]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:55:21.054]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 897606] (Stary) |	 ZALICZONA A (Wcześniej) |	 Przekierowanie do B
[Czas: 15:55:36.336]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899769] treść nr: 46
[Czas: 15:55:36.336]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899769] treść nr: 49
[Czas: 15:55:36.337]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899769] |	 Wynik cząstkowy: 82
[Czas: 15:55:36.337]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899769] |	 Wynik cząstkowy: 92
[Czas: 15:55:36.337]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899769] |	 Wynik cząstkowy: 11
[Czas: 15:55:36.337]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899769] |	 Wynik cząstkowy: 18
[Czas: 15:55:36.337]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899769] |	 Wynik cząstkowy: 26
[Czas: 15:55:36.338]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899769] |	 ZDAŁ A (-> B) |	 Wynik: 45.80 pkt
[Czas: 15:55:36.338]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899770] treść nr: 34
[Czas: 15:55:36.338]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899770] treść nr: 18
[Czas: 15:55:36.338]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899770] treść nr: 43
[Czas: 15:55:36.339]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899770] treść nr: 11
[Czas: 15:55:36.339]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899770] treść nr: 32
[Czas: 15:55:36.339]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899770] |	 Wynik cząstkowy: 53
[Czas: 15:55:36.339]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899770] |	 Wynik cząstkowy: 23
[Czas: 15:55:36.339]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899770] |	 Wynik cząstkowy: 69
[Czas: 15:55:36.339]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899770] |	 Wynik cząstkowy: 61
[Czas: 15:55:36.339]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899770] |	 Wynik cząstkowy: 66
[Czas: 15:55:36.340]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899770] |	 ZDAŁ A (-> B) |	 Wynik: 54.40 pkt
[Czas: 15:55:36.340]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899773] treść nr: 50
[Czas: 15:55:36.341]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899773] treść nr: 13
[Czas: 15:55:36.341]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899773] treść nr: 5
[Czas: 15:55:36.341]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899773] treść nr: 25
[Czas: 15:55:36.341]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899773] treść nr: 32
[Czas: 15:55:36.342]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899773] |	 Wynik cząstkowy: 90
[Czas: 15:55:36.342]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899773] |	 Wynik cząstkowy: 83
[Czas: 15:55:36.342]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899773] |	 Wynik cząstkowy: 2
[Czas: 15:55:36.342]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899773] |	 Wynik cząstkowy: 71
[Czas: 15:55:36.342]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899773] |	 Wynik cząstkowy: 79
[Czas: 15:55:36.343]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899773] |	 ZDAŁ A (-> B) |	 Wynik: 65.00 pkt
[Czas: 15:55:36.343]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899775] treść nr: 14
[Czas: 15:55:36.343]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899775] treść nr: 13
[Czas: 15:55:36.343]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899775] treść nr: 47
[Czas: 15:55:36.344]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899775] treść nr: 11
[Czas: 15:55:36.344]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899775] treść nr: 12
[Czas: 15:55:36.345]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899775] |	 Wynik cząstkowy: 13
[Czas: 15:55:36.345]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899775] |	 Wynik cząstkowy: 66
[Czas: 15:55:36.344]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899775] |	 Wynik cząstkowy: 36
[Czas: 15:55:36.344]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899775] |	 Wynik cząstkowy: 21
[Czas: 15:55:36.345]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899775] |	 Wynik cząstkowy: 84
[Czas: 15:55:36.346]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899775] |	 ZDAŁ A (-> B) |	 Wynik: 44.00 pkt
[Czas: 15:55:36.346]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899776] treść nr: 23
[Czas: 15:55:36.346]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899776] treść nr: 16
[Czas: 15:55:36.346]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899776] treść nr: 50
[Czas: 15:55:36.347]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899776] treść nr: 34
[Czas: 15:55:36.347]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899776] treść nr: 12
[Czas: 15:55:36.347]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899776] |	 Wynik cząstkowy: 77
[Czas: 15:55:36.347]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899776] |	 Wynik cząstkowy: 95
[Czas: 15:55:36.347]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899776] |	 Wynik cząstkowy: 79
[Czas: 15:55:36.347]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899776] |	 Wynik cząstkowy: 74
[Czas: 15:55:36.347]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899776] |	 Wynik cząstkowy: 66
[Czas: 15:55:36.348]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899776] |	 ZDAŁ A (-> B) |	 Wynik: 78.20 pkt
[Czas: 15:55:36.348]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899778] treść nr: 47
[Czas: 15:55:36.349]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899778] treść nr: 12
[Czas: 15:55:36.349]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899778] treść nr: 13
[Czas: 15:55:36.349]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899778] treść nr: 28
[Czas: 15:55:36.349]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899778] treść nr: 49
[Czas: 15:55:36.350]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899778] |	 Wynik cząstkowy: 93
[Czas: 15:55:36.350]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899778] |	 Wynik cząstkowy: 90
[Czas: 15:55:36.350]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899778] |	 Wynik cząstkowy: 10
[Czas: 15:55:36.350]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899778] |	 Wynik cząstkowy: 51
[Czas: 15:55:36.350]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899778] |	 Wynik cząstkowy: 21
[Czas: 15:55:36.350]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899778] |	 ZDAŁ A (-> B) |	 Wynik: 53.00 pkt
[Czas: 15:55:36.351]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899779] treść nr: 8
[Czas: 15:55:36.351]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899779] treść nr: 35
[Czas: 15:55:36.351]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899779] treść nr: 9
[Czas: 15:55:36.352]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899779] treść nr: 20
[Czas: 15:55:36.352]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899779] treść nr: 48
[Czas: 15:55:36.352]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899779] |	 Wynik cząstkowy: 72
[Czas: 15:55:36.352]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899779] |	 Wynik cząstkowy: 71
[Czas: 15:55:36.352]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899779] |	 Wynik cząstkowy: 20
[Czas: 15:55:36.352]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899779] |	 Wynik cząstkowy: 54
[Czas: 15:55:36.352]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899779] |	 Wynik cząstkowy: 68
[Czas: 15:55:36.353]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899779] |	 ZDAŁ A (-> B) |	 Wynik: 57.00 pkt
[Czas: 15:55:36.354]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899781] treść nr: 12
[Czas: 15:55:36.354]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899781] treść nr: 24
[Czas: 15:55:36.354]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899781] treść nr: 41
[Czas: 15:55:36.354]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899781] treść nr: 47
[Czas: 15:55:36.355]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899781] treść nr: 23
[Czas: 15:55:36.355]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899781] |	 Wynik cząstkowy: 83
[Czas: 15:55:36.355]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899781] |	 Wynik cząstkowy: 1
[Czas: 15:55:36.355]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899781] |	 Wynik cząstkowy: 40
[Czas: 15:55:36.355]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899781] |	 Wynik cząstkowy: 96
[Czas: 15:55:36.355]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899781] |	 Wynik cząstkowy: 6
[Czas: 15:55:36.356]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899781] |	 ZDAŁ A (-> B) |	 Wynik: 45.20 pkt
[Czas: 15:55:36.356]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899782] treść nr: 1
[Czas: 15:55:36.356]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899782] treść nr: 34
[Czas: 15:55:36.356]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899782] treść nr: 26
[Czas: 15:55:36.357]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899782] treść nr: 15
[Czas: 15:55:36.357]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899782] treść nr: 14
[Czas: 15:55:36.357]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899782] |	 Wynik cząstkowy: 44
[Czas: 15:55:36.357]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899782] |	 Wynik cząstkowy: 19
[Czas: 15:55:36.357]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899782] |	 Wynik cząstkowy: 97
[Czas: 15:55:36.357]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899782] |	 Wynik cząstkowy: 23
[Czas: 15:55:36.357]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899782] |	 Wynik cząstkowy: 82
[Czas: 15:55:36.358]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899782] |	 ZDAŁ A (-> B) |	 Wynik: 53.00 pkt
[Czas: 15:55:36.358]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899784] treść nr: 22
[Czas: 15:55:36.359]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899784] treść nr: 30
[Czas: 15:55:36.359]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899784] treść nr: 28
[Czas: 15:55:36.359]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899784] treść nr: 1
[Czas: 15:55:36.359]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899784] treść nr: 27
[Czas: 15:55:36.360]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899784] |	 Wynik cząstkowy: 0
[Czas: 15:55:36.360]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899784] |	 Wynik cząstkowy: 92
[Czas: 15:55:36.360]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899784] |	 Wynik cząstkowy: 59
[Czas: 15:55:36.360]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899784] |	 Wynik cząstkowy: 4
[Czas: 15:55:36.360]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899784] |	 Wynik cząstkowy: 25
[Czas: 15:55:36.360]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899784] |	 ZDAŁ A (-> B) |	 Wynik: 36.00 pkt
[Czas: 15:55:36.361]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899785] treść nr: 27
[Czas: 15:55:36.361]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899785] treść nr: 16
[Czas: 15:55:36.361]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899785] treść nr: 14
[Czas: 15:55:36.361]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899785] treść nr: 23
[Czas: 15:55:36.362]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899785] treść nr: 40
[Czas: 15:55:36.362]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899785] |	 Wynik cząstkowy: 0
[Czas: 15:55:36.362]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899785] |	 Wynik cząstkowy: 56
[Czas: 15:55:36.362]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899785] |	 Wynik cząstkowy: 84
[Czas: 15:55:36.362]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899785] |	 Wynik cząstkowy: 1
[Czas: 15:55:36.362]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899785] |	 Wynik cząstkowy: 97
[Czas: 15:55:36.363]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899785] |	 ZDAŁ A (-> B) |	 Wynik: 47.60 pkt
[Czas: 15:55:36.363]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899787] treść nr: 5
[Czas: 15:55:36.363]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899787] treść nr: 41
[Czas: 15:55:36.364]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899787] treść nr: 21
[Czas: 15:55:36.364]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899787] treść nr: 20
[Czas: 15:55:36.364]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899787] treść nr: 4
[Czas: 15:55:36.364]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899787] |	 Wynik cząstkowy: 39
[Czas: 15:55:36.364]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899787] |	 Wynik cząstkowy: 8
[Czas: 15:55:36.364]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899787] |	 Wynik cząstkowy: 4
[Czas: 15:55:36.364]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899787] |	 Wynik cząstkowy: 10
[Czas: 15:55:36.364]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899787] |	 Wynik cząstkowy: 92
[Czas: 15:55:36.365]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899787] |	 ZDAŁ A (-> B) |	 Wynik: 30.60 pkt
[Czas: 15:55:36.366]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899788] treść nr: 38
[Czas: 15:55:36.366]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899788] treść nr: 49
[Czas: 15:55:36.366]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899788] treść nr: 16
[Czas: 15:55:36.366]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899788] treść nr: 19
[Czas: 15:55:36.366]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899788] treść nr: 43
[Czas: 15:55:36.367]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Ocenił kandydata [PID: 899788] |	 Wynik cząstkowy: 83
[Czas: 15:55:36.367]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Ocenił kandydata [PID: 899788] |	 Wynik cząstkowy: 55
[Czas: 15:55:36.367]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Ocenił kandydata [PID: 899788] |	 Wynik cząstkowy: 97
[Czas: 15:55:36.367]	[Komisja A] [PID: 897604] |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Ocenił kandydata [PID: 899788] |	 Wynik cząstkowy: 38
[Czas: 15:55:36.367]	[Komisja A] [PID: 897604] |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Ocenił kandydata [PID: 899788] |	 Wynik cząstkowy: 74
[Czas: 15:55:36.368]	[Komisja A] [PID: 897604] |	 Kandydat [PID: 899788] |	 ZDAŁ A (-> B) |	 Wynik: 69.40 pkt
[Czas: 15:55:36.368]	[Komisja A] [PID: 897604] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 897607] [ID: 0] |	 Zadał kandydatowi [PID: 899790] treść nr: 32
[Czas: 15:55:36.368]	[Komisja A] [PID: 897604] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 897615] [ID: 3] |	 Zadał kandydatowi [PID: 899790] treść nr: 17
[Czas: 15:55:36.368]	[Komisja A] [PID: 897604] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 897608] [ID: 1] |	 Zadał kandydatowi [PID: 899790] treść nr: 18
[Czas: 15:55:36.369]	[Komisja A] [PID: 897604] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 897616] [ID: 4] |	 Zadał kandydatowi [PID: 899790] treść nr: 6
[Czas: 15:55:36.369]	[Komisja A] [PID: 897604] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 897609] [ID: 2] |	 Zadał kandydatowi [PID: 899790] treść nr: 8
