[Czas: 11:54:57.879]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 11:55:04.862]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 316760] treść nr: 31
[Czas: 11:58:20.543]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317482] | Numer pytania: 4 | Jego odpowiedz: 5 	 Wynik cząstkowy: 47
[Czas: 11:58:20.544]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317482] |	 ZDAŁ A (-> B) |	 Wynik: 40.00 pkt
[Czas: 11:58:20.545]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317483] treść nr: 44
[Czas: 11:58:20.545]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317483] treść nr: 22
[Czas: 11:58:20.545]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317483] treść nr: 36
[Czas: 11:58:20.545]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317483] treść nr: 34
[Czas: 11:58:20.545]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317483] treść nr: 23
[Czas: 11:58:20.856]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317483] | Numer pytania: 22 | Jego odpowiedz: 31 	 Wynik cząstkowy: 10
[Czas: 11:58:20.856]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317483] | Numer pytania: 36 | Jego odpowiedz: 38 	 Wynik cząstkowy: 70
[Czas: 11:58:20.856]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317483] | Numer pytania: 23 | Jego odpowiedz: 33 	 Wynik cząstkowy: 63
[Czas: 11:58:20.856]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317483] | Numer pytania: 34 | Jego odpowiedz: 44 	 Wynik cząstkowy: 98
[Czas: 11:58:20.856]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317483] | Numer pytania: 44 | Jego odpowiedz: 54 	 Wynik cząstkowy: 91
[Czas: 11:58:20.856]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317483] |	 ZDAŁ A (-> B) |	 Wynik: 66.40 pkt
[Czas: 11:58:20.857]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317484] treść nr: 37
[Czas: 11:58:20.857]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317484] treść nr: 40
[Czas: 11:58:20.857]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317484] treść nr: 35
[Czas: 11:58:20.857]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317484] treść nr: 8
[Czas: 11:58:20.857]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317484] treść nr: 5
[Czas: 11:58:21.175]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317484] | Numer pytania: 37 | Jego odpowiedz: 38 	 Wynik cząstkowy: 35
[Czas: 11:58:21.175]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317484] | Numer pytania: 40 | Jego odpowiedz: 49 	 Wynik cząstkowy: 78
[Czas: 11:58:21.175]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317484] | Numer pytania: 5 | Jego odpowiedz: 6 	 Wynik cząstkowy: 44
[Czas: 11:58:21.175]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317484] | Numer pytania: 8 | Jego odpowiedz: 12 	 Wynik cząstkowy: 93
[Czas: 11:58:21.175]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317484] | Numer pytania: 35 | Jego odpowiedz: 44 	 Wynik cząstkowy: 95
[Czas: 11:58:21.175]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317484] |	 ZDAŁ A (-> B) |	 Wynik: 69.00 pkt
[Czas: 11:58:21.176]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317485] treść nr: 43
[Czas: 11:58:21.176]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317485] treść nr: 13
[Czas: 11:58:21.176]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317485] treść nr: 3
[Czas: 11:58:21.176]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317485] treść nr: 20
[Czas: 11:58:21.177]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317485] treść nr: 29
[Czas: 11:58:21.485]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317485] | Numer pytania: 13 | Jego odpowiedz: 20 	 Wynik cząstkowy: 79
[Czas: 11:58:21.485]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317485] | Numer pytania: 20 | Jego odpowiedz: 22 	 Wynik cząstkowy: 26
[Czas: 11:58:21.485]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317485] | Numer pytania: 3 | Jego odpowiedz: 11 	 Wynik cząstkowy: 76
[Czas: 11:58:21.485]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317485] | Numer pytania: 43 | Jego odpowiedz: 51 	 Wynik cząstkowy: 25
[Czas: 11:58:21.485]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317485] | Numer pytania: 29 | Jego odpowiedz: 34 	 Wynik cząstkowy: 29
[Czas: 11:58:21.486]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317485] |	 ZDAŁ A (-> B) |	 Wynik: 47.00 pkt
[Czas: 11:58:21.486]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317486] treść nr: 4
[Czas: 11:58:21.486]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317486] treść nr: 31
[Czas: 11:58:21.486]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317486] treść nr: 7
[Czas: 11:58:21.487]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317486] treść nr: 40
[Czas: 11:58:21.487]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317486] treść nr: 17
[Czas: 11:58:21.792]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317486] | Numer pytania: 31 | Jego odpowiedz: 33 	 Wynik cząstkowy: 41
[Czas: 11:58:21.792]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317486] | Numer pytania: 4 | Jego odpowiedz: 11 	 Wynik cząstkowy: 46
[Czas: 11:58:21.792]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317486] | Numer pytania: 7 | Jego odpowiedz: 14 	 Wynik cząstkowy: 77
[Czas: 11:58:21.792]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317486] | Numer pytania: 40 | Jego odpowiedz: 50 	 Wynik cząstkowy: 47
[Czas: 11:58:21.792]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317486] | Numer pytania: 17 | Jego odpowiedz: 20 	 Wynik cząstkowy: 85
[Czas: 11:58:21.793]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317486] |	 ZDAŁ A (-> B) |	 Wynik: 59.20 pkt
[Czas: 11:58:21.793]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317487] treść nr: 49
[Czas: 11:58:21.794]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317487] treść nr: 44
[Czas: 11:58:21.794]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317487] treść nr: 14
[Czas: 11:58:21.794]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317487] treść nr: 35
[Czas: 11:58:21.794]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317487] treść nr: 1
[Czas: 11:58:20.334]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317487] | Numer pytania: 49 | Jego odpowiedz: 56 	 Wynik cząstkowy: 6
[Czas: 11:58:20.334]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317487] | Numer pytania: 1 | Jego odpowiedz: 5 	 Wynik cząstkowy: 91
[Czas: 11:58:20.334]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317487] | Numer pytania: 14 | Jego odpowiedz: 15 	 Wynik cząstkowy: 99
[Czas: 11:58:20.334]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317487] | Numer pytania: 35 | Jego odpowiedz: 36 	 Wynik cząstkowy: 16
[Czas: 11:58:20.334]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317487] | Numer pytania: 44 | Jego odpowiedz: 49 	 Wynik cząstkowy: 50
[Czas: 11:58:20.335]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317487] |	 ZDAŁ A (-> B) |	 Wynik: 52.40 pkt
[Czas: 11:58:20.335]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317488] treść nr: 18
[Czas: 11:58:20.335]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317488] treść nr: 14
[Czas: 11:58:20.335]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317488] treść nr: 22
[Czas: 11:58:20.336]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317488] treść nr: 34
[Czas: 11:58:20.336]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317488] treść nr: 44
[Czas: 11:58:20.638]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317488] | Numer pytania: 22 | Jego odpowiedz: 32 	 Wynik cząstkowy: 100
[Czas: 11:58:20.638]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317488] | Numer pytania: 14 | Jego odpowiedz: 21 	 Wynik cząstkowy: 59
[Czas: 11:58:20.638]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317488] | Numer pytania: 18 | Jego odpowiedz: 25 	 Wynik cząstkowy: 94
[Czas: 11:58:20.638]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317488] | Numer pytania: 34 | Jego odpowiedz: 43 	 Wynik cząstkowy: 88
[Czas: 11:58:20.638]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317488] | Numer pytania: 44 | Jego odpowiedz: 50 	 Wynik cząstkowy: 74
[Czas: 11:58:20.639]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317488] |	 ZDAŁ A (-> B) |	 Wynik: 83.00 pkt
[Czas: 11:58:20.639]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317489] treść nr: 27
[Czas: 11:58:20.639]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317489] treść nr: 33
[Czas: 11:58:20.640]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317489] treść nr: 15
[Czas: 11:58:20.640]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317489] treść nr: 18
[Czas: 11:58:20.640]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317489] treść nr: 49
[Czas: 11:58:20.944]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317489] | Numer pytania: 27 | Jego odpowiedz: 34 	 Wynik cząstkowy: 75
[Czas: 11:58:20.944]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317489] | Numer pytania: 49 | Jego odpowiedz: 50 	 Wynik cząstkowy: 79
[Czas: 11:58:20.944]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317489] | Numer pytania: 18 | Jego odpowiedz: 28 	 Wynik cząstkowy: 54
[Czas: 11:58:20.944]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317489] | Numer pytania: 15 | Jego odpowiedz: 19 	 Wynik cząstkowy: 51
[Czas: 11:58:20.944]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317489] | Numer pytania: 33 | Jego odpowiedz: 37 	 Wynik cząstkowy: 41
[Czas: 11:58:20.945]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317489] |	 ZDAŁ A (-> B) |	 Wynik: 60.00 pkt
[Czas: 11:58:20.945]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317490] treść nr: 9
[Czas: 11:58:20.945]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317490] treść nr: 48
[Czas: 11:58:20.945]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317490] treść nr: 3
[Czas: 11:58:20.946]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317490] treść nr: 43
[Czas: 11:58:20.946]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317490] treść nr: 50
[Czas: 11:58:21.247]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317490] | Numer pytania: 3 | Jego odpowiedz: 12 	 Wynik cząstkowy: 94
[Czas: 11:58:21.247]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317490] | Numer pytania: 50 | Jego odpowiedz: 60 	 Wynik cząstkowy: 90
[Czas: 11:58:21.247]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317490] | Numer pytania: 9 | Jego odpowiedz: 17 	 Wynik cząstkowy: 77
[Czas: 11:58:21.247]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317490] | Numer pytania: 43 | Jego odpowiedz: 45 	 Wynik cząstkowy: 6
[Czas: 11:58:21.247]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317490] | Numer pytania: 48 | Jego odpowiedz: 55 	 Wynik cząstkowy: 50
[Czas: 11:58:21.248]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317490] |	 ZDAŁ A (-> B) |	 Wynik: 63.40 pkt
[Czas: 11:58:21.248]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317491] treść nr: 37
[Czas: 11:58:21.249]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317491] treść nr: 5
[Czas: 11:58:21.249]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317491] treść nr: 10
[Czas: 11:58:21.249]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317491] treść nr: 8
[Czas: 11:58:21.249]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317491] treść nr: 40
[Czas: 11:58:21.557]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317491] | Numer pytania: 10 | Jego odpowiedz: 12 	 Wynik cząstkowy: 79
[Czas: 11:58:21.557]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317491] | Numer pytania: 5 | Jego odpowiedz: 9 	 Wynik cząstkowy: 86
[Czas: 11:58:21.557]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317491] | Numer pytania: 8 | Jego odpowiedz: 18 	 Wynik cząstkowy: 34
[Czas: 11:58:21.557]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317491] | Numer pytania: 37 | Jego odpowiedz: 38 	 Wynik cząstkowy: 9
[Czas: 11:58:21.557]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317491] | Numer pytania: 40 | Jego odpowiedz: 42 	 Wynik cząstkowy: 69
[Czas: 11:58:21.558]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317491] |	 ZDAŁ A (-> B) |	 Wynik: 55.40 pkt
[Czas: 11:58:21.558]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317492] treść nr: 19
[Czas: 11:58:21.558]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317492] treść nr: 5
[Czas: 11:58:21.559]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317492] treść nr: 4
[Czas: 11:58:21.559]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317492] treść nr: 34
[Czas: 11:58:21.559]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317492] treść nr: 24
[Czas: 11:58:21.865]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317492] | Numer pytania: 24 | Jego odpowiedz: 30 	 Wynik cząstkowy: 72
[Czas: 11:58:21.865]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317492] | Numer pytania: 4 | Jego odpowiedz: 12 	 Wynik cząstkowy: 57
[Czas: 11:58:21.865]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317492] | Numer pytania: 5 | Jego odpowiedz: 14 	 Wynik cząstkowy: 78
[Czas: 11:58:21.865]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317492] | Numer pytania: 19 | Jego odpowiedz: 24 	 Wynik cząstkowy: 93
[Czas: 11:58:21.865]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317492] | Numer pytania: 34 | Jego odpowiedz: 44 	 Wynik cząstkowy: 23
[Czas: 11:58:21.867]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317492] |	 ZDAŁ A (-> B) |	 Wynik: 64.60 pkt
[Czas: 11:58:21.867]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317493] treść nr: 27
[Czas: 11:58:21.867]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317493] treść nr: 21
[Czas: 11:58:21.867]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317493] treść nr: 37
[Czas: 11:58:21.867]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317493] treść nr: 29
[Czas: 11:58:21.868]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317493] treść nr: 16
[Czas: 11:58:22.185]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Ocenił kandydata [PID: 317493] | Numer pytania: 16 | Jego odpowiedz: 17 	 Wynik cząstkowy: 60
[Czas: 11:58:22.185]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Ocenił kandydata [PID: 317493] | Numer pytania: 27 | Jego odpowiedz: 31 	 Wynik cząstkowy: 98
[Czas: 11:58:22.185]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Ocenił kandydata [PID: 317493] | Numer pytania: 37 | Jego odpowiedz: 39 	 Wynik cząstkowy: 53
[Czas: 11:58:22.185]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317493] | Numer pytania: 29 | Jego odpowiedz: 31 	 Wynik cząstkowy: 53
[Czas: 11:58:22.185]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317493] | Numer pytania: 21 | Jego odpowiedz: 28 	 Wynik cząstkowy: 13
[Czas: 11:58:22.186]	[Komisja A] [PID: 316758] |	 Kandydat [PID: 317493] |	 ZDAŁ A (-> B) |	 Wynik: 55.40 pkt
[Czas: 11:58:22.187]	[Komisja A] [PID: 316758] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Zadał kandydatowi [PID: 317495] treść nr: 6
[Czas: 11:58:22.187]	[Komisja A] [PID: 316758] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 316767] [ID: 3] |	 Zadał kandydatowi [PID: 317495] treść nr: 43
[Czas: 11:58:22.187]	[Komisja A] [PID: 316758] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Zadał kandydatowi [PID: 317495] treść nr: 46
[Czas: 11:58:22.187]	[Komisja A] [PID: 316758] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 316765] [ID: 2] |	 Zadał kandydatowi [PID: 317495] treść nr: 17
[Czas: 11:58:22.187]	[Komisja A] [PID: 316758] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 316763] [ID: 1] |	 Zadał kandydatowi [PID: 317495] treść nr: 50
[Czas: 11:58:22.498]	[Komisja A] [PID: 316758] |	 Egzaminator [P] [TID: 316761] [ID: 0] |	 Ocenił kandydata [PID: 317495] | Numer pytania: 46 | Jego odpowiedz: 51 	 Wynik cząstkowy: 47
[Czas: 11:58:22.498]	[Komisja A] [PID: 316758] |	 Egzaminator [C] [TID: 316770] [ID: 4] |	 Ocenił kandydata [PID: 317495] | Numer pytania: 6 | Jego odpowiedz: 9 	 Wynik cząstkowy: 72
