[Czas: 17:14:23.491]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 17:14:24.728]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1022709] treść nr: 45
[Czas: 17:14:26.579]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023855] |	 Wynik cząstkowy: 11
[Czas: 17:14:26.579]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023855] |	 OBLAŁ A (Koniec) |	 Wynik: 23.80 pkt
[Czas: 17:14:26.579]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023856] treść nr: 18
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023856] treść nr: 38
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023856] treść nr: 26
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023856] treść nr: 48
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023856] treść nr: 22
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023856] |	 Wynik cząstkowy: 8
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023856] |	 Wynik cząstkowy: 83
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023856] |	 Wynik cząstkowy: 3
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023856] |	 Wynik cząstkowy: 38
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023856] |	 Wynik cząstkowy: 4
[Czas: 17:14:26.580]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023856] |	 OBLAŁ A (Koniec) |	 Wynik: 27.20 pkt
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023857] treść nr: 8
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023857] treść nr: 34
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023857] treść nr: 49
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023857] treść nr: 12
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023857] treść nr: 40
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023857] |	 Wynik cząstkowy: 98
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023857] |	 Wynik cząstkowy: 47
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023857] |	 Wynik cząstkowy: 64
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023857] |	 Wynik cząstkowy: 58
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023857] |	 Wynik cząstkowy: 2
[Czas: 17:14:26.581]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023857] |	 ZDAŁ A (-> B) |	 Wynik: 53.80 pkt
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023858] treść nr: 42
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023858] treść nr: 21
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023858] treść nr: 34
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023858] treść nr: 47
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023858] treść nr: 12
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023858] |	 Wynik cząstkowy: 9
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023858] |	 Wynik cząstkowy: 26
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023858] |	 Wynik cząstkowy: 51
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023858] |	 Wynik cząstkowy: 26
[Czas: 17:14:26.582]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023858] |	 Wynik cząstkowy: 20
[Czas: 17:14:26.583]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023858] |	 OBLAŁ A (Koniec) |	 Wynik: 26.40 pkt
[Czas: 17:14:26.583]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023859] treść nr: 39
[Czas: 17:14:26.583]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023859] treść nr: 9
[Czas: 17:14:26.583]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023859] treść nr: 48
[Czas: 17:14:26.583]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023859] treść nr: 14
[Czas: 17:14:26.583]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023859] treść nr: 8
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023859] |	 Wynik cząstkowy: 32
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023859] |	 Wynik cząstkowy: 40
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023859] |	 Wynik cząstkowy: 49
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023859] |	 Wynik cząstkowy: 44
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023859] |	 Wynik cząstkowy: 32
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023859] |	 ZDAŁ A (-> B) |	 Wynik: 39.40 pkt
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023860] treść nr: 15
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023860] treść nr: 18
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023860] treść nr: 46
[Czas: 17:14:26.584]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023860] treść nr: 14
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023860] treść nr: 29
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023860] |	 Wynik cząstkowy: 54
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023860] |	 Wynik cząstkowy: 50
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023860] |	 Wynik cząstkowy: 34
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023860] |	 Wynik cząstkowy: 52
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023860] |	 Wynik cząstkowy: 31
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023860] |	 ZDAŁ A (-> B) |	 Wynik: 44.20 pkt
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023861] treść nr: 34
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023861] treść nr: 9
[Czas: 17:14:26.585]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023861] treść nr: 31
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023861] treść nr: 19
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023861] treść nr: 6
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023861] |	 Wynik cząstkowy: 3
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023861] |	 Wynik cząstkowy: 61
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023861] |	 Wynik cząstkowy: 11
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023861] |	 Wynik cząstkowy: 50
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023861] |	 Wynik cząstkowy: 36
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023861] |	 ZDAŁ A (-> B) |	 Wynik: 32.20 pkt
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023862] treść nr: 18
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023862] treść nr: 37
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023862] treść nr: 14
[Czas: 17:14:26.586]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023862] treść nr: 17
[Czas: 17:14:26.587]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023862] treść nr: 2
[Czas: 17:14:26.587]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023862] |	 Wynik cząstkowy: 51
[Czas: 17:14:26.587]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023862] |	 Wynik cząstkowy: 19
[Czas: 17:14:26.587]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023862] |	 Wynik cząstkowy: 22
[Czas: 17:14:26.587]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023862] |	 Wynik cząstkowy: 22
[Czas: 17:14:26.587]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023862] |	 Wynik cząstkowy: 32
[Czas: 17:14:26.587]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023862] |	 OBLAŁ A (Koniec) |	 Wynik: 29.20 pkt
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023863] treść nr: 41
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023863] treść nr: 21
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023863] treść nr: 14
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023863] treść nr: 39
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023863] treść nr: 34
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023863] |	 Wynik cząstkowy: 54
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023863] |	 Wynik cząstkowy: 16
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023863] |	 Wynik cząstkowy: 32
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023863] |	 Wynik cząstkowy: 22
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023863] |	 Wynik cząstkowy: 64
[Czas: 17:14:26.588]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023863] |	 ZDAŁ A (-> B) |	 Wynik: 37.60 pkt
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023864] treść nr: 19
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023864] treść nr: 23
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023864] treść nr: 1
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023864] treść nr: 49
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023864] treść nr: 42
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023864] |	 Wynik cząstkowy: 11
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023864] |	 Wynik cząstkowy: 95
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023864] |	 Wynik cząstkowy: 81
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023864] |	 Wynik cząstkowy: 53
[Czas: 17:14:26.589]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023864] |	 Wynik cząstkowy: 72
[Czas: 17:14:26.590]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023864] |	 ZDAŁ A (-> B) |	 Wynik: 62.40 pkt
[Czas: 17:14:26.590]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023865] treść nr: 8
[Czas: 17:14:26.590]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023865] treść nr: 34
[Czas: 17:14:26.590]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023865] treść nr: 25
[Czas: 17:14:26.590]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023865] treść nr: 21
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023865] treść nr: 2
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023865] |	 Wynik cząstkowy: 78
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023865] |	 Wynik cząstkowy: 16
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023865] |	 Wynik cząstkowy: 67
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023865] |	 Wynik cząstkowy: 46
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023865] |	 Wynik cząstkowy: 66
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023865] |	 ZDAŁ A (-> B) |	 Wynik: 54.60 pkt
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023866] treść nr: 38
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023866] treść nr: 47
[Czas: 17:14:26.591]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023866] treść nr: 25
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023866] treść nr: 1
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023866] treść nr: 37
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023866] |	 Wynik cząstkowy: 47
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023866] |	 Wynik cząstkowy: 90
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023866] |	 Wynik cząstkowy: 64
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023866] |	 Wynik cząstkowy: 11
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023866] |	 Wynik cząstkowy: 22
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023866] |	 ZDAŁ A (-> B) |	 Wynik: 46.80 pkt
[Czas: 17:14:26.592]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023867] treść nr: 4
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023867] treść nr: 36
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023867] treść nr: 7
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023867] treść nr: 34
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023867] treść nr: 48
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Ocenił kandydata [PID: 1023867] |	 Wynik cząstkowy: 40
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Ocenił kandydata [PID: 1023867] |	 Wynik cząstkowy: 76
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Ocenił kandydata [PID: 1023867] |	 Wynik cząstkowy: 62
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Ocenił kandydata [PID: 1023867] |	 Wynik cząstkowy: 29
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023867] |	 Wynik cząstkowy: 91
[Czas: 17:14:26.593]	[Komisja A] [PID: 1022707] |	 Kandydat [PID: 1023867] |	 ZDAŁ A (-> B) |	 Wynik: 59.60 pkt
[Czas: 17:14:26.594]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 1022710] [ID: 0] |	 Zadał kandydatowi [PID: 1023868] treść nr: 9
[Czas: 17:14:26.594]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 1022711] [ID: 1] |	 Zadał kandydatowi [PID: 1023868] treść nr: 10
[Czas: 17:14:26.594]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Zadał kandydatowi [PID: 1023868] treść nr: 42
[Czas: 17:14:26.594]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 1022712] [ID: 2] |	 Zadał kandydatowi [PID: 1023868] treść nr: 31
[Czas: 17:14:26.594]	[Komisja A] [PID: 1022707] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 1022714] [ID: 4] |	 Zadał kandydatowi [PID: 1023868] treść nr: 12
[Czas: 17:14:26.594]	[Komisja A] [PID: 1022707] |	 Egzaminator [C] [TID: 1022713] [ID: 3] |	 Ocenił kandydata [PID: 1023868] |	 Wynik cząstkowy: 43
