[Czas: 15:56:41.370]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:56:44.472]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 908996] treść nr: 29
[Czas: 15:56:53.702]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911388] |	 Wynik cząstkowy: 33
[Czas: 15:56:53.702]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911388] |	 Wynik cząstkowy: 7
[Czas: 15:56:53.703]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911388] |	 OBLAŁ A (Koniec) |	 Wynik: 23.40 pkt
[Czas: 15:56:53.703]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911390] treść nr: 36
[Czas: 15:56:53.703]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911390] treść nr: 47
[Czas: 15:56:53.703]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911390] treść nr: 29
[Czas: 15:56:53.704]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911390] treść nr: 19
[Czas: 15:56:53.704]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911390] treść nr: 17
[Czas: 15:56:53.704]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911390] |	 Wynik cząstkowy: 67
[Czas: 15:56:53.704]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911390] |	 Wynik cząstkowy: 12
[Czas: 15:56:53.704]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911390] |	 Wynik cząstkowy: 95
[Czas: 15:56:53.704]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911390] |	 Wynik cząstkowy: 51
[Czas: 15:56:53.704]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911390] |	 Wynik cząstkowy: 51
[Czas: 15:56:53.705]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911390] |	 ZDAŁ A (-> B) |	 Wynik: 55.20 pkt
[Czas: 15:56:53.706]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911391] treść nr: 46
[Czas: 15:56:53.706]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911391] treść nr: 31
[Czas: 15:56:53.706]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911391] treść nr: 10
[Czas: 15:56:53.706]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911391] treść nr: 37
[Czas: 15:56:53.707]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911391] treść nr: 26
[Czas: 15:56:53.707]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911391] |	 Wynik cząstkowy: 91
[Czas: 15:56:53.707]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911391] |	 Wynik cząstkowy: 45
[Czas: 15:56:53.707]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911391] |	 Wynik cząstkowy: 34
[Czas: 15:56:53.707]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911391] |	 Wynik cząstkowy: 42
[Czas: 15:56:53.707]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911391] |	 Wynik cząstkowy: 100
[Czas: 15:56:53.708]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911391] |	 ZDAŁ A (-> B) |	 Wynik: 62.40 pkt
[Czas: 15:56:53.708]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911393] treść nr: 27
[Czas: 15:56:53.709]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911393] treść nr: 2
[Czas: 15:56:53.709]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911393] treść nr: 39
[Czas: 15:56:53.709]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911393] treść nr: 4
[Czas: 15:56:53.709]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911393] treść nr: 28
[Czas: 15:56:53.710]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911393] |	 Wynik cząstkowy: 38
[Czas: 15:56:53.710]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911393] |	 Wynik cząstkowy: 65
[Czas: 15:56:53.710]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911393] |	 Wynik cząstkowy: 39
[Czas: 15:56:53.710]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911393] |	 Wynik cząstkowy: 71
[Czas: 15:56:53.710]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911393] |	 Wynik cząstkowy: 72
[Czas: 15:56:53.710]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911393] |	 ZDAŁ A (-> B) |	 Wynik: 57.00 pkt
[Czas: 15:56:53.711]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911394] treść nr: 42
[Czas: 15:56:53.711]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911394] treść nr: 38
[Czas: 15:56:53.711]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911394] treść nr: 34
[Czas: 15:56:53.712]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911394] treść nr: 12
[Czas: 15:56:53.712]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911394] treść nr: 7
[Czas: 15:56:53.713]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911394] |	 Wynik cząstkowy: 45
[Czas: 15:56:53.713]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911394] |	 Wynik cząstkowy: 98
[Czas: 15:56:53.713]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911394] |	 Wynik cząstkowy: 82
[Czas: 15:56:53.713]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911394] |	 Wynik cząstkowy: 94
[Czas: 15:56:53.713]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911394] |	 Wynik cząstkowy: 81
[Czas: 15:56:53.714]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911394] |	 ZDAŁ A (-> B) |	 Wynik: 80.00 pkt
[Czas: 15:56:53.714]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911396] treść nr: 4
[Czas: 15:56:53.714]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911396] treść nr: 40
[Czas: 15:56:53.714]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911396] treść nr: 42
[Czas: 15:56:53.715]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911396] treść nr: 31
[Czas: 15:56:53.715]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911396] treść nr: 35
[Czas: 15:56:53.715]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911396] |	 Wynik cząstkowy: 9
[Czas: 15:56:53.715]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911396] |	 Wynik cząstkowy: 50
[Czas: 15:56:53.715]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911396] |	 Wynik cząstkowy: 17
[Czas: 15:56:53.715]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911396] |	 Wynik cząstkowy: 48
[Czas: 15:56:53.715]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911396] |	 Wynik cząstkowy: 31
[Czas: 15:56:53.716]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911396] |	 ZDAŁ A (-> B) |	 Wynik: 31.00 pkt
[Czas: 15:56:53.716]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911397] treść nr: 2
[Czas: 15:56:53.717]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911397] treść nr: 13
[Czas: 15:56:53.717]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911397] treść nr: 12
[Czas: 15:56:53.717]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911397] treść nr: 7
[Czas: 15:56:53.717]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911397] treść nr: 42
[Czas: 15:56:53.718]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911397] |	 Wynik cząstkowy: 98
[Czas: 15:56:53.718]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911397] |	 Wynik cząstkowy: 69
[Czas: 15:56:53.718]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911397] |	 Wynik cząstkowy: 22
[Czas: 15:56:53.718]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911397] |	 Wynik cząstkowy: 53
[Czas: 15:56:53.718]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911397] |	 Wynik cząstkowy: 84
[Czas: 15:56:53.719]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911397] |	 ZDAŁ A (-> B) |	 Wynik: 65.20 pkt
[Czas: 15:56:53.719]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911398] treść nr: 39
[Czas: 15:56:53.719]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911398] treść nr: 29
[Czas: 15:56:53.720]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911398] treść nr: 45
[Czas: 15:56:53.720]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911398] treść nr: 1
[Czas: 15:56:53.720]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911398] treść nr: 37
[Czas: 15:56:53.721]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911398] |	 Wynik cząstkowy: 90
[Czas: 15:56:53.721]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911398] |	 Wynik cząstkowy: 74
[Czas: 15:56:53.721]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911398] |	 Wynik cząstkowy: 14
[Czas: 15:56:53.721]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911398] |	 Wynik cząstkowy: 66
[Czas: 15:56:53.721]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911398] |	 Wynik cząstkowy: 93
[Czas: 15:56:53.722]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911398] |	 ZDAŁ A (-> B) |	 Wynik: 67.40 pkt
[Czas: 15:56:53.722]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911400] treść nr: 1
[Czas: 15:56:53.722]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911400] treść nr: 29
[Czas: 15:56:53.722]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911400] treść nr: 47
[Czas: 15:56:53.723]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911400] treść nr: 43
[Czas: 15:56:53.723]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911400] treść nr: 9
[Czas: 15:56:53.723]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911400] |	 Wynik cząstkowy: 94
[Czas: 15:56:53.723]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911400] |	 Wynik cząstkowy: 95
[Czas: 15:56:53.723]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911400] |	 Wynik cząstkowy: 92
[Czas: 15:56:53.723]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911400] |	 Wynik cząstkowy: 7
[Czas: 15:56:53.723]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911400] |	 Wynik cząstkowy: 74
[Czas: 15:56:53.724]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911400] |	 ZDAŁ A (-> B) |	 Wynik: 72.40 pkt
[Czas: 15:56:53.725]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911401] treść nr: 28
[Czas: 15:56:53.725]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911401] treść nr: 35
[Czas: 15:56:53.725]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911401] treść nr: 41
[Czas: 15:56:53.726]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911401] treść nr: 39
[Czas: 15:56:53.726]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911401] treść nr: 32
[Czas: 15:56:53.726]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911401] |	 Wynik cząstkowy: 50
[Czas: 15:56:53.727]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911401] |	 Wynik cząstkowy: 26
[Czas: 15:56:53.727]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911401] |	 Wynik cząstkowy: 85
[Czas: 15:56:53.727]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911401] |	 Wynik cząstkowy: 9
[Czas: 15:56:53.727]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911401] |	 Wynik cząstkowy: 50
[Czas: 15:56:53.727]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911401] |	 ZDAŁ A (-> B) |	 Wynik: 44.00 pkt
[Czas: 15:56:53.728]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911403] treść nr: 20
[Czas: 15:56:53.728]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911403] treść nr: 8
[Czas: 15:56:53.728]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911403] treść nr: 22
[Czas: 15:56:53.728]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911403] treść nr: 47
[Czas: 15:56:53.728]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911403] treść nr: 11
[Czas: 15:56:53.729]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911403] |	 Wynik cząstkowy: 72
[Czas: 15:56:53.729]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911403] |	 Wynik cząstkowy: 73
[Czas: 15:56:53.729]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911403] |	 Wynik cząstkowy: 62
[Czas: 15:56:53.729]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911403] |	 Wynik cząstkowy: 36
[Czas: 15:56:53.729]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911403] |	 Wynik cząstkowy: 92
[Czas: 15:56:53.730]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911403] |	 ZDAŁ A (-> B) |	 Wynik: 67.00 pkt
[Czas: 15:56:53.730]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911404] treść nr: 15
[Czas: 15:56:53.731]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911404] treść nr: 6
[Czas: 15:56:53.731]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911404] treść nr: 36
[Czas: 15:56:53.731]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911404] treść nr: 23
[Czas: 15:56:53.731]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911404] treść nr: 38
[Czas: 15:56:53.732]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911404] |	 Wynik cząstkowy: 38
[Czas: 15:56:53.732]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911404] |	 Wynik cząstkowy: 1
[Czas: 15:56:53.732]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911404] |	 Wynik cząstkowy: 29
[Czas: 15:56:53.732]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911404] |	 Wynik cząstkowy: 21
[Czas: 15:56:53.732]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911404] |	 Wynik cząstkowy: 44
[Czas: 15:56:53.733]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911404] |	 OBLAŁ A (Koniec) |	 Wynik: 26.60 pkt
[Czas: 15:56:53.733]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911406] treść nr: 7
[Czas: 15:56:53.733]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911406] treść nr: 44
[Czas: 15:56:53.733]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911406] treść nr: 47
[Czas: 15:56:53.734]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911406] treść nr: 40
[Czas: 15:56:53.734]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911406] treść nr: 32
[Czas: 15:56:53.734]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911406] |	 Wynik cząstkowy: 87
[Czas: 15:56:53.734]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911406] |	 Wynik cząstkowy: 73
[Czas: 15:56:53.734]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911406] |	 Wynik cząstkowy: 61
[Czas: 15:56:53.734]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911406] |	 Wynik cząstkowy: 71
[Czas: 15:56:53.734]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911406] |	 Wynik cząstkowy: 54
[Czas: 15:56:53.735]	[Komisja A] [PID: 908994] |	 Kandydat [PID: 911406] |	 ZDAŁ A (-> B) |	 Wynik: 69.20 pkt
[Czas: 15:56:53.736]	[Komisja A] [PID: 908994] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Zadał kandydatowi [PID: 911407] treść nr: 19
[Czas: 15:56:53.736]	[Komisja A] [PID: 908994] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Zadał kandydatowi [PID: 911407] treść nr: 16
[Czas: 15:56:53.736]	[Komisja A] [PID: 908994] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Zadał kandydatowi [PID: 911407] treść nr: 14
[Czas: 15:56:53.737]	[Komisja A] [PID: 908994] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Zadał kandydatowi [PID: 911407] treść nr: 15
[Czas: 15:56:53.737]	[Komisja A] [PID: 908994] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Zadał kandydatowi [PID: 911407] treść nr: 28
[Czas: 15:56:53.737]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909001] [ID: 2] |	 Ocenił kandydata [PID: 911407] |	 Wynik cząstkowy: 100
[Czas: 15:56:53.737]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 908999] [ID: 1] |	 Ocenił kandydata [PID: 911407] |	 Wynik cząstkowy: 77
[Czas: 15:56:53.737]	[Komisja A] [PID: 908994] |	 Egzaminator [P] [TID: 908997] [ID: 0] |	 Ocenił kandydata [PID: 911407] |	 Wynik cząstkowy: 95
[Czas: 15:56:53.737]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909003] [ID: 3] |	 Ocenił kandydata [PID: 911407] |	 Wynik cząstkowy: 39
[Czas: 15:56:53.737]	[Komisja A] [PID: 908994] |	 Egzaminator [C] [TID: 909004] [ID: 4] |	 Ocenił kandydata [PID: 911407] |	 Wynik cząstkowy: 91
