[Czas: 15:53:25.727]	[Komisja A] [P] Przewodniczący 0 w komisji A: Rozpoczynam pracę.
[Czas: 15:53:28.026]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892426] treść nr: 34
[Czas: 15:53:59.613]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892585] treść nr: 27
[Czas: 15:53:59.613]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892585] treść nr: 49
[Czas: 15:53:59.613]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892585] treść nr: 13
[Czas: 15:53:59.614]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892585] treść nr: 24
[Czas: 15:53:59.815]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892585] |	 Wynik cząstkowy: 34
[Czas: 15:53:59.815]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892585] |	 Wynik cząstkowy: 88
[Czas: 15:53:59.815]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892585] |	 Wynik cząstkowy: 33
[Czas: 15:53:59.815]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892585] |	 Wynik cząstkowy: 29
[Czas: 15:53:59.815]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892585] |	 Wynik cząstkowy: 14
[Czas: 15:53:59.816]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892585] |	 ZDAŁ A (-> B) |	 Wynik: 39.60 pkt
[Czas: 15:53:59.817]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892586] treść nr: 36
[Czas: 15:53:59.817]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892586] treść nr: 44
[Czas: 15:53:59.817]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892586] treść nr: 33
[Czas: 15:53:59.817]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892586] treść nr: 11
[Czas: 15:53:59.817]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892586] treść nr: 17
[Czas: 15:54:00.022]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892586] |	 Wynik cząstkowy: 85
[Czas: 15:54:00.022]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892586] |	 Wynik cząstkowy: 97
[Czas: 15:54:00.022]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892586] |	 Wynik cząstkowy: 92
[Czas: 15:54:00.022]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892586] |	 Wynik cząstkowy: 78
[Czas: 15:54:00.022]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892586] |	 Wynik cząstkowy: 96
[Czas: 15:54:00.023]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892586] |	 ZDAŁ A (-> B) |	 Wynik: 89.60 pkt
[Czas: 15:54:00.023]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892587] treść nr: 11
[Czas: 15:54:00.023]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892587] treść nr: 3
[Czas: 15:54:00.024]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892587] treść nr: 6
[Czas: 15:54:00.024]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892587] treść nr: 12
[Czas: 15:54:00.024]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892587] treść nr: 26
[Czas: 15:54:00.226]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892587] |	 Wynik cząstkowy: 82
[Czas: 15:54:00.226]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892587] |	 Wynik cząstkowy: 16
[Czas: 15:54:00.226]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892587] |	 Wynik cząstkowy: 100
[Czas: 15:54:00.226]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892587] |	 Wynik cząstkowy: 72
[Czas: 15:54:00.226]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892587] |	 Wynik cząstkowy: 90
[Czas: 15:54:00.227]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892587] |	 ZDAŁ A (-> B) |	 Wynik: 72.00 pkt
[Czas: 15:54:00.227]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892588] treść nr: 31
[Czas: 15:54:00.227]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892588] treść nr: 32
[Czas: 15:54:00.227]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892588] treść nr: 38
[Czas: 15:54:00.228]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892588] treść nr: 49
[Czas: 15:54:00.228]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892588] treść nr: 39
[Czas: 15:54:00.429]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892588] |	 Wynik cząstkowy: 99
[Czas: 15:54:00.429]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892588] |	 Wynik cząstkowy: 27
[Czas: 15:54:00.429]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892588] |	 Wynik cząstkowy: 19
[Czas: 15:54:00.429]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892588] |	 Wynik cząstkowy: 87
[Czas: 15:54:00.429]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892588] |	 Wynik cząstkowy: 40
[Czas: 15:54:00.430]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892588] |	 ZDAŁ A (-> B) |	 Wynik: 54.40 pkt
[Czas: 15:54:00.431]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892589] treść nr: 38
[Czas: 15:54:00.431]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892589] treść nr: 8
[Czas: 15:54:00.431]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892589] treść nr: 15
[Czas: 15:54:00.431]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892589] treść nr: 19
[Czas: 15:54:00.432]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892589] treść nr: 17
[Czas: 15:54:00.633]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892589] |	 Wynik cząstkowy: 33
[Czas: 15:54:00.633]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892589] |	 Wynik cząstkowy: 79
[Czas: 15:54:00.633]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892589] |	 Wynik cząstkowy: 67
[Czas: 15:54:00.633]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892589] |	 Wynik cząstkowy: 6
[Czas: 15:54:00.633]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892589] |	 Wynik cząstkowy: 33
[Czas: 15:54:00.634]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892589] |	 ZDAŁ A (-> B) |	 Wynik: 43.60 pkt
[Czas: 15:54:00.634]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892590] treść nr: 32
[Czas: 15:54:00.634]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892590] treść nr: 30
[Czas: 15:54:00.634]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892590] treść nr: 50
[Czas: 15:54:00.635]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892590] treść nr: 45
[Czas: 15:54:00.635]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892590] treść nr: 7
[Czas: 15:54:00.836]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892590] |	 Wynik cząstkowy: 86
[Czas: 15:54:00.836]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892590] |	 Wynik cząstkowy: 24
[Czas: 15:54:00.836]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892590] |	 Wynik cząstkowy: 68
[Czas: 15:54:00.836]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892590] |	 Wynik cząstkowy: 58
[Czas: 15:54:00.836]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892590] |	 Wynik cząstkowy: 6
[Czas: 15:54:00.837]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892590] |	 ZDAŁ A (-> B) |	 Wynik: 48.40 pkt
[Czas: 15:54:00.837]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892591] treść nr: 4
[Czas: 15:54:00.838]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892591] treść nr: 14
[Czas: 15:54:00.838]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892591] treść nr: 13
[Czas: 15:54:00.838]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892591] treść nr: 1
[Czas: 15:54:00.838]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892591] treść nr: 3
[Czas: 15:54:01.053]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892591] |	 Wynik cząstkowy: 97
[Czas: 15:54:01.053]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892591] |	 Wynik cząstkowy: 17
[Czas: 15:54:01.053]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892591] |	 Wynik cząstkowy: 78
[Czas: 15:54:01.053]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892591] |	 Wynik cząstkowy: 18
[Czas: 15:54:01.053]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892591] |	 Wynik cząstkowy: 85
[Czas: 15:54:01.054]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892591] |	 ZDAŁ A (-> B) |	 Wynik: 59.00 pkt
[Czas: 15:54:01.055]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892592] treść nr: 15
[Czas: 15:54:01.055]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892592] treść nr: 50
[Czas: 15:54:01.055]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892592] treść nr: 36
[Czas: 15:54:01.055]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892592] treść nr: 18
[Czas: 15:54:01.055]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892592] treść nr: 48
[Czas: 15:54:01.261]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892592] |	 Wynik cząstkowy: 31
[Czas: 15:54:01.261]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892592] |	 Wynik cząstkowy: 88
[Czas: 15:54:01.261]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892592] |	 Wynik cząstkowy: 89
[Czas: 15:54:01.261]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892592] |	 Wynik cząstkowy: 36
[Czas: 15:54:01.261]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892592] |	 Wynik cząstkowy: 58
[Czas: 15:54:01.262]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892592] |	 ZDAŁ A (-> B) |	 Wynik: 60.40 pkt
[Czas: 15:54:01.262]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892593] treść nr: 5
[Czas: 15:54:01.263]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892593] treść nr: 18
[Czas: 15:54:01.263]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892593] treść nr: 24
[Czas: 15:54:01.263]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892593] treść nr: 11
[Czas: 15:54:01.263]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892593] treść nr: 46
[Czas: 15:54:01.465]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892593] |	 Wynik cząstkowy: 75
[Czas: 15:54:01.465]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892593] |	 Wynik cząstkowy: 61
[Czas: 15:54:01.465]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892593] |	 Wynik cząstkowy: 18
[Czas: 15:54:01.465]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892593] |	 Wynik cząstkowy: 32
[Czas: 15:54:01.465]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892593] |	 Wynik cząstkowy: 8
[Czas: 15:54:01.466]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892593] |	 ZDAŁ A (-> B) |	 Wynik: 38.80 pkt
[Czas: 15:54:01.466]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892594] treść nr: 40
[Czas: 15:54:01.466]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892594] treść nr: 22
[Czas: 15:54:01.466]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892594] treść nr: 45
[Czas: 15:54:01.467]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892594] treść nr: 42
[Czas: 15:54:01.467]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892594] treść nr: 24
[Czas: 15:54:01.671]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892594] |	 Wynik cząstkowy: 43
[Czas: 15:54:01.671]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892594] |	 Wynik cząstkowy: 25
[Czas: 15:54:01.671]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892594] |	 Wynik cząstkowy: 42
[Czas: 15:54:01.671]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892594] |	 Wynik cząstkowy: 59
[Czas: 15:54:01.671]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892594] |	 Wynik cząstkowy: 55
[Czas: 15:54:01.672]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892594] |	 ZDAŁ A (-> B) |	 Wynik: 44.80 pkt
[Czas: 15:54:01.673]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892595] treść nr: 20
[Czas: 15:54:01.673]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892595] treść nr: 39
[Czas: 15:54:01.673]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892595] treść nr: 18
[Czas: 15:54:01.673]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892595] treść nr: 7
[Czas: 15:54:01.673]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892595] treść nr: 8
[Czas: 15:54:01.875]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892595] |	 Wynik cząstkowy: 75
[Czas: 15:54:01.875]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892595] |	 Wynik cząstkowy: 44
[Czas: 15:54:01.875]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892595] |	 Wynik cząstkowy: 56
[Czas: 15:54:01.875]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892595] |	 Wynik cząstkowy: 16
[Czas: 15:54:01.875]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892595] |	 Wynik cząstkowy: 5
[Czas: 15:54:01.876]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892595] |	 ZDAŁ A (-> B) |	 Wynik: 39.20 pkt
[Czas: 15:54:01.876]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892596] treść nr: 32
[Czas: 15:54:01.876]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892596] treść nr: 44
[Czas: 15:54:01.876]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892596] treść nr: 16
[Czas: 15:54:01.877]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892596] treść nr: 5
[Czas: 15:54:01.877]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892596] treść nr: 6
[Czas: 15:54:02.078]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892596] |	 Wynik cząstkowy: 44
[Czas: 15:54:02.078]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892596] |	 Wynik cząstkowy: 28
[Czas: 15:54:02.078]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892596] |	 Wynik cząstkowy: 49
[Czas: 15:54:02.078]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892596] |	 Wynik cząstkowy: 87
[Czas: 15:54:02.078]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892596] |	 Wynik cząstkowy: 23
[Czas: 15:54:02.079]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892596] |	 ZDAŁ A (-> B) |	 Wynik: 46.20 pkt
[Czas: 15:54:02.080]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892597] treść nr: 33
[Czas: 15:54:02.080]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Zadał kandydatowi [PID: 892597] treść nr: 27
[Czas: 15:54:02.080]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Zadał kandydatowi [PID: 892597] treść nr: 18
[Czas: 15:54:02.080]	[Komisja A] [PID: 892424] |	 Pytanie nr: 4 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892597] treść nr: 21
[Czas: 15:54:02.081]	[Komisja A] [PID: 892424] |	 Pytanie nr: 5 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892597] treść nr: 44
[Czas: 15:54:02.282]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892433] [ID: 4] |	 Ocenił kandydata [PID: 892597] |	 Wynik cząstkowy: 92
[Czas: 15:54:02.282]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892428] [ID: 1] |	 Ocenił kandydata [PID: 892597] |	 Wynik cząstkowy: 46
[Czas: 15:54:02.282]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Ocenił kandydata [PID: 892597] |	 Wynik cząstkowy: 71
[Czas: 15:54:02.282]	[Komisja A] [PID: 892424] |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Ocenił kandydata [PID: 892597] |	 Wynik cząstkowy: 84
[Czas: 15:54:02.282]	[Komisja A] [PID: 892424] |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Ocenił kandydata [PID: 892597] |	 Wynik cząstkowy: 96
[Czas: 15:54:02.283]	[Komisja A] [PID: 892424] |	 Kandydat [PID: 892597] |	 ZDAŁ A (-> B) |	 Wynik: 77.80 pkt
[Czas: 15:54:02.283]	[Komisja A] [PID: 892424] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 892427] [ID: 0] |	 Zadał kandydatowi [PID: 892598] treść nr: 20
[Czas: 15:54:02.283]	[Komisja A] [PID: 892424] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 892432] [ID: 3] |	 Zadał kandydatowi [PID: 892598] treść nr: 3
[Czas: 15:54:02.283]	[Komisja A] [PID: 892424] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 892430] [ID: 2] |	 Zadał kandydatowi [PID: 892598] treść nr: 35
