[Czas: 15:27:16.177]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:27:22.489]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 767349] treść nr: 37
[Czas: 15:27:58.852]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768422] treść nr: 5
[Czas: 15:27:58.853]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768422] |	 Wynik cząstkowy: 51
[Czas: 15:27:58.853]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768422] |	 Wynik cząstkowy: 7
[Czas: 15:27:58.853]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768422] |	 Wynik cząstkowy: 90
[Czas: 15:27:58.853]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768422] |	 ZDAŁ B |	 Wynik: 49.33 pkt
[Czas: 15:27:58.854]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768423] treść nr: 10
[Czas: 15:27:58.855]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768423] treść nr: 41
[Czas: 15:27:58.855]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768423] treść nr: 13
[Czas: 15:27:58.855]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768423] |	 Wynik cząstkowy: 64
[Czas: 15:27:58.855]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768423] |	 Wynik cząstkowy: 12
[Czas: 15:27:58.855]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768423] |	 Wynik cząstkowy: 83
[Czas: 15:27:58.856]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768423] |	 ZDAŁ B |	 Wynik: 53.00 pkt
[Czas: 15:27:58.857]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768424] treść nr: 26
[Czas: 15:27:58.857]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768424] treść nr: 35
[Czas: 15:27:58.857]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768424] treść nr: 1
[Czas: 15:27:58.858]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768424] |	 Wynik cząstkowy: 83
[Czas: 15:27:58.858]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768424] |	 Wynik cząstkowy: 55
[Czas: 15:27:58.858]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768424] |	 Wynik cząstkowy: 6
[Czas: 15:27:58.858]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768424] |	 ZDAŁ B |	 Wynik: 48.00 pkt
[Czas: 15:27:58.860]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768425] treść nr: 5
[Czas: 15:27:58.860]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768425] treść nr: 28
[Czas: 15:27:58.860]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768425] treść nr: 37
[Czas: 15:27:58.860]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768425] |	 Wynik cząstkowy: 47
[Czas: 15:27:58.860]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768425] |	 Wynik cząstkowy: 96
[Czas: 15:27:58.860]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768425] |	 Wynik cząstkowy: 77
[Czas: 15:27:58.861]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768425] |	 ZDAŁ B |	 Wynik: 73.33 pkt
[Czas: 15:27:58.864]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768427] treść nr: 13
[Czas: 15:27:58.865]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768427] treść nr: 21
[Czas: 15:27:58.865]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768427] treść nr: 15
[Czas: 15:27:58.865]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768427] |	 Wynik cząstkowy: 65
[Czas: 15:27:58.865]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768427] |	 Wynik cząstkowy: 39
[Czas: 15:27:58.865]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768427] |	 Wynik cząstkowy: 59
[Czas: 15:27:58.866]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768427] |	 ZDAŁ B |	 Wynik: 54.33 pkt
[Czas: 15:27:58.867]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768428] treść nr: 18
[Czas: 15:27:58.867]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768428] treść nr: 13
[Czas: 15:27:58.867]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768428] treść nr: 25
[Czas: 15:27:58.868]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768428] |	 Wynik cząstkowy: 4
[Czas: 15:27:58.868]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768428] |	 Wynik cząstkowy: 4
[Czas: 15:27:58.868]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768428] |	 Wynik cząstkowy: 43
[Czas: 15:27:58.868]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768428] |	 OBLAŁ B |	 Wynik: 17.00 pkt
[Czas: 15:27:58.870]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768429] treść nr: 31
[Czas: 15:27:58.870]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768429] treść nr: 3
[Czas: 15:27:58.870]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768429] treść nr: 8
[Czas: 15:27:58.870]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768429] |	 Wynik cząstkowy: 18
[Czas: 15:27:58.870]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768429] |	 Wynik cząstkowy: 79
[Czas: 15:27:58.871]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768429] |	 Wynik cząstkowy: 4
[Czas: 15:27:58.871]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768429] |	 ZDAŁ B |	 Wynik: 33.67 pkt
[Czas: 15:27:58.873]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768430] treść nr: 39
[Czas: 15:27:58.873]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768430] treść nr: 47
[Czas: 15:27:58.873]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768430] treść nr: 19
[Czas: 15:27:58.873]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768430] |	 Wynik cząstkowy: 50
[Czas: 15:27:58.873]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768430] |	 Wynik cząstkowy: 52
[Czas: 15:27:58.873]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768430] |	 Wynik cząstkowy: 49
[Czas: 15:27:58.874]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768430] |	 ZDAŁ B |	 Wynik: 50.33 pkt
[Czas: 15:27:58.875]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768431] treść nr: 28
[Czas: 15:27:58.875]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768431] treść nr: 6
[Czas: 15:27:58.875]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768431] treść nr: 5
[Czas: 15:27:58.876]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768431] |	 Wynik cząstkowy: 35
[Czas: 15:27:58.876]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768431] |	 Wynik cząstkowy: 72
[Czas: 15:27:58.876]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768431] |	 Wynik cząstkowy: 2
[Czas: 15:27:58.876]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768431] |	 ZDAŁ B |	 Wynik: 36.33 pkt
[Czas: 15:27:58.878]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768432] treść nr: 41
[Czas: 15:27:58.878]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768432] treść nr: 18
[Czas: 15:27:58.878]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768432] treść nr: 43
[Czas: 15:27:58.879]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768432] |	 Wynik cząstkowy: 42
[Czas: 15:27:58.879]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768432] |	 Wynik cząstkowy: 53
[Czas: 15:27:58.879]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768432] |	 Wynik cząstkowy: 78
[Czas: 15:27:58.879]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768432] |	 ZDAŁ B |	 Wynik: 57.67 pkt
[Czas: 15:27:58.880]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768433] treść nr: 31
[Czas: 15:27:58.880]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768433] treść nr: 47
[Czas: 15:27:58.881]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768433] treść nr: 50
[Czas: 15:27:58.881]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768433] |	 Wynik cząstkowy: 25
[Czas: 15:27:58.881]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768433] |	 Wynik cząstkowy: 90
[Czas: 15:27:58.881]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768433] |	 Wynik cząstkowy: 70
[Czas: 15:27:58.882]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768433] |	 ZDAŁ B |	 Wynik: 61.67 pkt
[Czas: 15:27:58.882]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768434] treść nr: 24
[Czas: 15:27:58.883]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768434] treść nr: 1
[Czas: 15:27:58.883]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768434] treść nr: 49
[Czas: 15:27:58.883]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768434] |	 Wynik cząstkowy: 21
[Czas: 15:27:58.883]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768434] |	 Wynik cząstkowy: 43
[Czas: 15:27:58.883]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768434] |	 Wynik cząstkowy: 7
[Czas: 15:27:58.883]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768434] |	 OBLAŁ B |	 Wynik: 23.67 pkt
[Czas: 15:27:58.885]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768435] treść nr: 16
[Czas: 15:27:58.886]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768435] treść nr: 35
[Czas: 15:27:58.886]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768435] treść nr: 13
[Czas: 15:27:58.886]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768435] |	 Wynik cząstkowy: 76
[Czas: 15:27:58.886]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768435] |	 Wynik cząstkowy: 19
[Czas: 15:27:58.886]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768435] |	 Wynik cząstkowy: 62
[Czas: 15:27:58.887]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768435] |	 ZDAŁ B |	 Wynik: 52.33 pkt
[Czas: 15:27:58.888]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768436] treść nr: 11
[Czas: 15:27:58.888]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768436] treść nr: 5
[Czas: 15:27:58.889]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768436] treść nr: 20
[Czas: 15:27:58.889]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768436] |	 Wynik cząstkowy: 53
[Czas: 15:27:58.889]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768436] |	 Wynik cząstkowy: 11
[Czas: 15:27:58.889]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768436] |	 Wynik cząstkowy: 20
[Czas: 15:27:58.890]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768436] |	 OBLAŁ B |	 Wynik: 28.00 pkt
[Czas: 15:27:58.891]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768437] treść nr: 38
[Czas: 15:27:58.891]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768437] treść nr: 13
[Czas: 15:27:58.891]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768437] treść nr: 43
[Czas: 15:27:58.892]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768437] |	 Wynik cząstkowy: 29
[Czas: 15:27:58.892]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768437] |	 Wynik cząstkowy: 42
[Czas: 15:27:58.892]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768437] |	 Wynik cząstkowy: 71
[Czas: 15:27:58.892]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768437] |	 ZDAŁ B |	 Wynik: 47.33 pkt
[Czas: 15:27:58.893]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768438] treść nr: 17
[Czas: 15:27:58.893]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768438] treść nr: 2
[Czas: 15:27:58.893]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768438] treść nr: 18
[Czas: 15:27:58.894]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768438] |	 Wynik cząstkowy: 9
[Czas: 15:27:58.894]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768438] |	 Wynik cząstkowy: 9
[Czas: 15:27:58.894]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768438] |	 Wynik cząstkowy: 72
[Czas: 15:27:58.894]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768438] |	 ZDAŁ B |	 Wynik: 30.00 pkt
[Czas: 15:27:58.895]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768439] treść nr: 12
[Czas: 15:27:58.896]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768439] treść nr: 34
[Czas: 15:27:58.896]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768439] treść nr: 40
[Czas: 15:27:58.896]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768439] |	 Wynik cząstkowy: 59
[Czas: 15:27:58.896]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768439] |	 Wynik cząstkowy: 52
[Czas: 15:27:58.896]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768439] |	 Wynik cząstkowy: 0
[Czas: 15:27:58.897]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768439] |	 ZDAŁ B |	 Wynik: 37.00 pkt
[Czas: 15:27:58.898]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768440] treść nr: 28
[Czas: 15:27:58.898]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768440] treść nr: 32
[Czas: 15:27:58.899]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768440] treść nr: 20
[Czas: 15:27:58.899]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768440] |	 Wynik cząstkowy: 87
[Czas: 15:27:58.899]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768440] |	 Wynik cząstkowy: 77
[Czas: 15:27:58.899]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768440] |	 Wynik cząstkowy: 14
[Czas: 15:27:58.900]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768440] |	 ZDAŁ B |	 Wynik: 59.33 pkt
[Czas: 15:27:58.901]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768441] treść nr: 6
[Czas: 15:27:58.901]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768441] treść nr: 26
[Czas: 15:27:58.901]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768441] treść nr: 2
[Czas: 15:27:58.902]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768441] |	 Wynik cząstkowy: 24
[Czas: 15:27:58.902]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768441] |	 Wynik cząstkowy: 52
[Czas: 15:27:58.902]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768441] |	 Wynik cząstkowy: 87
[Czas: 15:27:58.902]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768441] |	 ZDAŁ B |	 Wynik: 54.33 pkt
[Czas: 15:27:58.907]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768443] treść nr: 1
[Czas: 15:27:58.907]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768443] treść nr: 30
[Czas: 15:27:58.907]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768443] treść nr: 39
[Czas: 15:27:58.907]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768443] |	 Wynik cząstkowy: 96
[Czas: 15:27:58.907]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768443] |	 Wynik cząstkowy: 50
[Czas: 15:27:58.907]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768443] |	 Wynik cząstkowy: 42
[Czas: 15:27:58.908]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768443] |	 ZDAŁ B |	 Wynik: 62.67 pkt
[Czas: 15:27:58.909]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Zadał kandydatowi [PID: 768444] treść nr: 16
[Czas: 15:27:58.909]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768444] treść nr: 27
[Czas: 15:27:58.909]	[Komisja B] [PID: 767348] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768444] treść nr: 11
[Czas: 15:27:58.910]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767353] [ID: 1] |	 Ocenił kandydata [PID: 768444] |	 Wynik cząstkowy: 14
[Czas: 15:27:58.910]	[Komisja B] [PID: 767348] |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Ocenił kandydata [PID: 768444] |	 Wynik cząstkowy: 93
[Czas: 15:27:58.910]	[Komisja B] [PID: 767348] |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Ocenił kandydata [PID: 768444] |	 Wynik cząstkowy: 45
[Czas: 15:27:58.911]	[Komisja B] [PID: 767348] |	 Kandydat [PID: 768444] |	 ZDAŁ B |	 Wynik: 50.67 pkt
[Czas: 15:27:58.912]	[Komisja B] [PID: 767348] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 767351] [ID: 0] |	 Zadał kandydatowi [PID: 768445] treść nr: 24
[Czas: 15:27:58.912]	[Komisja B] [PID: 767348] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 767358] [ID: 2] |	 Zadał kandydatowi [PID: 768445] treść nr: 7
