[Czas: 15:43:16.381]	[Komisja B] [P] Przewodniczący 0 w komisji B: Rozpoczynam pracę.
[Czas: 15:43:18.945]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889253] treść nr: 2
[Czas: 15:43:47.162]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889404] |	 ZDAŁ B |	 Wynik: 50.67 pkt
[Czas: 15:43:47.162]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889405] treść nr: 2
[Czas: 15:43:47.162]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889405] treść nr: 19
[Czas: 15:43:47.163]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889405] treść nr: 4
[Czas: 15:43:47.364]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889405] |	 Wynik cząstkowy: 68
[Czas: 15:43:47.364]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889405] |	 Wynik cząstkowy: 61
[Czas: 15:43:47.364]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889405] |	 Wynik cząstkowy: 71
[Czas: 15:43:47.365]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889405] |	 ZDAŁ B |	 Wynik: 66.67 pkt
[Czas: 15:43:47.365]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889406] treść nr: 22
[Czas: 15:43:47.365]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889406] treść nr: 42
[Czas: 15:43:47.366]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889406] treść nr: 24
[Czas: 15:43:47.566]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889406] |	 Wynik cząstkowy: 64
[Czas: 15:43:47.566]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889406] |	 Wynik cząstkowy: 9
[Czas: 15:43:47.566]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889406] |	 Wynik cząstkowy: 35
[Czas: 15:43:47.567]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889406] |	 ZDAŁ B |	 Wynik: 36.00 pkt
[Czas: 15:43:47.567]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889407] treść nr: 20
[Czas: 15:43:47.568]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889407] treść nr: 45
[Czas: 15:43:47.568]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889407] treść nr: 47
[Czas: 15:43:47.769]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889407] |	 Wynik cząstkowy: 80
[Czas: 15:43:47.769]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889407] |	 Wynik cząstkowy: 40
[Czas: 15:43:47.769]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889407] |	 Wynik cząstkowy: 8
[Czas: 15:43:47.769]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889407] |	 ZDAŁ B |	 Wynik: 42.67 pkt
[Czas: 15:43:47.770]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889408] treść nr: 35
[Czas: 15:43:47.770]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889408] treść nr: 13
[Czas: 15:43:47.770]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889408] treść nr: 42
[Czas: 15:43:47.975]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889408] |	 Wynik cząstkowy: 79
[Czas: 15:43:47.975]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889408] |	 Wynik cząstkowy: 38
[Czas: 15:43:47.975]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889408] |	 Wynik cząstkowy: 28
[Czas: 15:43:47.975]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889408] |	 ZDAŁ B |	 Wynik: 48.33 pkt
[Czas: 15:43:47.975]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889409] treść nr: 16
[Czas: 15:43:47.976]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889409] treść nr: 8
[Czas: 15:43:47.976]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889409] treść nr: 7
[Czas: 15:43:48.178]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889409] |	 Wynik cząstkowy: 83
[Czas: 15:43:48.178]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889409] |	 Wynik cząstkowy: 94
[Czas: 15:43:48.178]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889409] |	 Wynik cząstkowy: 17
[Czas: 15:43:48.179]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889409] |	 ZDAŁ B |	 Wynik: 64.67 pkt
[Czas: 15:43:48.179]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889410] treść nr: 6
[Czas: 15:43:48.179]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889410] treść nr: 41
[Czas: 15:43:48.180]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889410] treść nr: 38
[Czas: 15:43:48.384]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889410] |	 Wynik cząstkowy: 21
[Czas: 15:43:48.384]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889410] |	 Wynik cząstkowy: 64
[Czas: 15:43:48.384]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889410] |	 Wynik cząstkowy: 50
[Czas: 15:43:48.384]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889410] |	 ZDAŁ B |	 Wynik: 45.00 pkt
[Czas: 15:43:48.385]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889411] treść nr: 6
[Czas: 15:43:48.385]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889411] treść nr: 36
[Czas: 15:43:48.385]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889411] treść nr: 46
[Czas: 15:43:48.590]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889411] |	 Wynik cząstkowy: 78
[Czas: 15:43:48.590]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889411] |	 Wynik cząstkowy: 66
[Czas: 15:43:48.590]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889411] |	 Wynik cząstkowy: 4
[Czas: 15:43:48.590]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889411] |	 ZDAŁ B |	 Wynik: 49.33 pkt
[Czas: 15:43:48.591]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889412] treść nr: 34
[Czas: 15:43:48.591]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889412] treść nr: 4
[Czas: 15:43:48.591]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889412] treść nr: 33
[Czas: 15:43:48.805]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889412] |	 Wynik cząstkowy: 61
[Czas: 15:43:48.805]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889412] |	 Wynik cząstkowy: 78
[Czas: 15:43:48.805]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889412] |	 Wynik cząstkowy: 57
[Czas: 15:43:48.806]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889412] |	 ZDAŁ B |	 Wynik: 65.33 pkt
[Czas: 15:43:48.806]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889413] treść nr: 46
[Czas: 15:43:48.806]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889413] treść nr: 32
[Czas: 15:43:48.806]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889413] treść nr: 4
[Czas: 15:43:49.021]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889413] |	 Wynik cząstkowy: 41
[Czas: 15:43:49.021]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889413] |	 Wynik cząstkowy: 17
[Czas: 15:43:49.021]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889413] |	 Wynik cząstkowy: 76
[Czas: 15:43:49.021]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889413] |	 ZDAŁ B |	 Wynik: 44.67 pkt
[Czas: 15:43:49.022]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889414] treść nr: 43
[Czas: 15:43:49.022]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889414] treść nr: 16
[Czas: 15:43:49.022]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889414] treść nr: 6
[Czas: 15:43:49.226]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889414] |	 Wynik cząstkowy: 11
[Czas: 15:43:49.227]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889414] |	 Wynik cząstkowy: 12
[Czas: 15:43:49.227]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889414] |	 Wynik cząstkowy: 30
[Czas: 15:43:49.227]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889414] |	 OBLAŁ B |	 Wynik: 17.67 pkt
[Czas: 15:43:49.227]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889415] treść nr: 19
[Czas: 15:43:49.227]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889415] treść nr: 46
[Czas: 15:43:49.228]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889415] treść nr: 11
[Czas: 15:43:49.429]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889415] |	 Wynik cząstkowy: 66
[Czas: 15:43:49.429]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889415] |	 Wynik cząstkowy: 78
[Czas: 15:43:49.429]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889415] |	 Wynik cząstkowy: 11
[Czas: 15:43:49.429]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889415] |	 ZDAŁ B |	 Wynik: 51.67 pkt
[Czas: 15:43:49.430]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889416] treść nr: 34
[Czas: 15:43:49.430]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889416] treść nr: 47
[Czas: 15:43:49.430]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889416] treść nr: 14
[Czas: 15:43:49.636]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889416] |	 Wynik cząstkowy: 7
[Czas: 15:43:49.636]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889416] |	 Wynik cząstkowy: 82
[Czas: 15:43:49.636]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889416] |	 Wynik cząstkowy: 29
[Czas: 15:43:49.637]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889416] |	 ZDAŁ B |	 Wynik: 39.33 pkt
[Czas: 15:43:49.637]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889417] treść nr: 48
[Czas: 15:43:49.637]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889417] treść nr: 36
[Czas: 15:43:49.637]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889417] treść nr: 26
[Czas: 15:43:49.839]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889417] |	 Wynik cząstkowy: 79
[Czas: 15:43:49.839]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889417] |	 Wynik cząstkowy: 43
[Czas: 15:43:49.839]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889417] |	 Wynik cząstkowy: 2
[Czas: 15:43:49.840]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889417] |	 ZDAŁ B |	 Wynik: 41.33 pkt
[Czas: 15:43:49.840]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889418] treść nr: 42
[Czas: 15:43:49.840]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889418] treść nr: 46
[Czas: 15:43:49.840]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889418] treść nr: 28
[Czas: 15:43:50.042]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889418] |	 Wynik cząstkowy: 96
[Czas: 15:43:50.042]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889418] |	 Wynik cząstkowy: 30
[Czas: 15:43:50.042]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889418] |	 Wynik cząstkowy: 64
[Czas: 15:43:50.043]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889418] |	 ZDAŁ B |	 Wynik: 63.33 pkt
[Czas: 15:43:50.043]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889419] treść nr: 46
[Czas: 15:43:50.043]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889419] treść nr: 16
[Czas: 15:43:50.043]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889419] treść nr: 2
[Czas: 15:43:50.246]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889419] |	 Wynik cząstkowy: 38
[Czas: 15:43:50.246]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889419] |	 Wynik cząstkowy: 96
[Czas: 15:43:50.246]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889419] |	 Wynik cząstkowy: 78
[Czas: 15:43:50.246]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889419] |	 ZDAŁ B |	 Wynik: 70.67 pkt
[Czas: 15:43:50.247]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889420] treść nr: 27
[Czas: 15:43:50.247]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889420] treść nr: 47
[Czas: 15:43:50.247]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889420] treść nr: 3
[Czas: 15:43:50.453]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889420] |	 Wynik cząstkowy: 50
[Czas: 15:43:50.453]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889420] |	 Wynik cząstkowy: 87
[Czas: 15:43:50.453]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889420] |	 Wynik cząstkowy: 88
[Czas: 15:43:50.454]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889420] |	 ZDAŁ B |	 Wynik: 75.00 pkt
[Czas: 15:43:50.454]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889421] treść nr: 6
[Czas: 15:43:50.454]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889421] treść nr: 12
[Czas: 15:43:50.454]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889421] treść nr: 13
[Czas: 15:43:50.655]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889421] |	 Wynik cząstkowy: 68
[Czas: 15:43:50.655]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889421] |	 Wynik cząstkowy: 6
[Czas: 15:43:50.655]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889421] |	 Wynik cząstkowy: 62
[Czas: 15:43:50.656]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889421] |	 ZDAŁ B |	 Wynik: 45.33 pkt
[Czas: 15:43:50.656]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889422] treść nr: 41
[Czas: 15:43:50.656]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889422] treść nr: 23
[Czas: 15:43:50.656]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889422] treść nr: 32
[Czas: 15:43:50.858]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889422] |	 Wynik cząstkowy: 67
[Czas: 15:43:50.858]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889422] |	 Wynik cząstkowy: 63
[Czas: 15:43:50.858]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889422] |	 Wynik cząstkowy: 53
[Czas: 15:43:50.858]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889422] |	 ZDAŁ B |	 Wynik: 61.00 pkt
[Czas: 15:43:50.859]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889423] treść nr: 14
[Czas: 15:43:50.859]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889423] treść nr: 47
[Czas: 15:43:50.859]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889423] treść nr: 27
[Czas: 15:43:51.074]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889423] |	 Wynik cząstkowy: 43
[Czas: 15:43:51.074]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889423] |	 Wynik cząstkowy: 16
[Czas: 15:43:51.074]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889423] |	 Wynik cząstkowy: 79
[Czas: 15:43:51.074]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889423] |	 ZDAŁ B |	 Wynik: 46.00 pkt
[Czas: 15:43:51.075]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889424] treść nr: 29
[Czas: 15:43:51.075]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889424] treść nr: 41
[Czas: 15:43:51.075]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889424] treść nr: 16
[Czas: 15:43:51.276]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889424] |	 Wynik cząstkowy: 100
[Czas: 15:43:51.276]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889424] |	 Wynik cząstkowy: 11
[Czas: 15:43:51.276]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889424] |	 Wynik cząstkowy: 81
[Czas: 15:43:51.277]	[Komisja B] [PID: 889243] |	 Kandydat [PID: 889424] |	 ZDAŁ B |	 Wynik: 64.00 pkt
[Czas: 15:43:51.277]	[Komisja B] [PID: 889243] |	 Pytanie nr: 1 |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Zadał kandydatowi [PID: 889425] treść nr: 38
[Czas: 15:43:51.277]	[Komisja B] [PID: 889243] |	 Pytanie nr: 2 |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Zadał kandydatowi [PID: 889425] treść nr: 21
[Czas: 15:43:51.278]	[Komisja B] [PID: 889243] |	 Pytanie nr: 3 |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Zadał kandydatowi [PID: 889425] treść nr: 45
[Czas: 15:43:51.479]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889250] [ID: 2] |	 Ocenił kandydata [PID: 889425] |	 Wynik cząstkowy: 72
[Czas: 15:43:51.479]	[Komisja B] [PID: 889243] |	 Egzaminator [C] [TID: 889247] [ID: 1] |	 Ocenił kandydata [PID: 889425] |	 Wynik cząstkowy: 34
[Czas: 15:43:51.479]	[Komisja B] [PID: 889243] |	 Egzaminator [P] [TID: 889245] [ID: 0] |	 Ocenił kandydata [PID: 889425] |	 Wynik cząstkowy: 91
