[Czas: 17:37:40.692]	[Dziekan] [PID: 1030248] Rekrutacja otwarta. Generuję komisje i kandydatów 
[Czas: 17:37:57.243]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032798] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.276]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032800] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.327]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032801] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.329]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032803] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.329]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032804] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.329]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032805] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.375]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032806] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.525]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032807] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032808] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.530]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032809] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.647]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032810] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.651]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032811] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.651]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032812] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.652]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032813] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.652]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032814] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.688]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032815] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.744]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032816] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.761]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032817] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.783]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032818] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.784]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032819] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.784]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032820] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.784]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032821] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.784]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032822] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.785]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032823] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.785]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032824] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.785]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032825] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.790]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032826] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.856]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032827] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.859]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032828] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.859]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032829] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.859]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032830] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.859]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032831] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.859]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032832] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.859]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032833] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.859]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032834] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.859]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032835] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032836] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032837] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032838] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032839] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032840] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032841] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032842] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032843] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032844] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.860]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032845] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.871]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032846] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.879]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032847] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:57.897]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032848] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.911]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032849] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:37:57.912]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032850] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.912]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032851] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.912]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032852] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.912]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032853] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.912]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032854] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.912]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032855] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.912]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032856] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.913]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032857] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.913]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032858] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.913]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032859] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.913]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032860] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.913]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032861] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.913]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032862] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.913]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032863] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.913]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032864] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032865] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032866] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032867] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032868] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032869] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032870] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032871] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032872] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032873] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.914]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032874] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.915]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032875] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.915]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032876] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.915]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032877] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.915]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032878] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.915]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032879] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.915]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032880] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.922]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032881] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.938]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032882] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.953]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032883] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.964]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032884] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:57.984]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032885] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.099]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032886] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.103]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032887] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.104]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032888] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.104]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032889] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.104]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032890] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.104]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032891] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.104]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032892] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.104]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032893] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.104]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032894] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032895] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032896] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032897] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032898] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032899] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032900] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032901] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032902] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.105]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032903] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.106]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032904] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.106]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032905] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.106]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032906] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.106]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032907] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.106]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032908] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.106]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032909] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.106]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032910] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.107]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032911] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.107]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032912] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.107]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032913] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.143]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032914] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.179]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032915] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.184]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032916] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.208]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032917] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.271]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032918] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.275]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032919] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.449]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032920] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.468]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032921] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:58.529]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032922] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.553]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032923] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.558]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032924] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:58.783]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032925] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:37:59.008]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032926] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:59.191]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032927] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:59.421]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032928] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:59.657]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032929] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:59.884]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032930] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:59.892]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032931] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:59.892]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032932] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:59.892]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032933] skierowany do komisji A [PID: 1030249]
[Czas: 17:37:59.892]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032934] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:00.116]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032935] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:00.342]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032936] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:00.570]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032937] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:00.793]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032938] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:38:01.018]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032939] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.248]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032940] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.478]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032941] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.701]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032942] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:38:01.708]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032943] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.708]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032944] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.708]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032945] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.708]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032946] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.708]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032947] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.708]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032948] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.708]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032949] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.709]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032950] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.709]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032951] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.709]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032952] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.709]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032953] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.709]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032954] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.709]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032955] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.709]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032956] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.709]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032957] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032958] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032959] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032960] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032961] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032962] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032963] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032964] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032965] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.710]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032966] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.711]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032967] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.711]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032968] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.711]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032969] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.711]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032970] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.711]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032971] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.926]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032972] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032973] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032974] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032975] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032976] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032977] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032978] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032979] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032980] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.933]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032981] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.950]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032982] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:01.972]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032983] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.154]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032984] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.159]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032985] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.159]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032986] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.159]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032987] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.159]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032988] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.160]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032989] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.160]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032990] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.160]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032991] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:38:02.160]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032992] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.160]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032993] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.160]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032994] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.160]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032995] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.160]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032996] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032997] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032998] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1032999] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033000] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033001] skierowany do komisji A [PID: 1030249] |	 Kandydat zdał teorię wcześniej
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033002] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033003] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033004] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033005] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033006] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.161]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033007] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.162]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033008] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.162]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033009] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.162]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033010] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.162]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033011] zarejestrowany w systemie, ale odrzucony (Brak Matury).
[Czas: 17:38:02.162]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033012] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.162]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033013] skierowany do komisji A [PID: 1030249]
[Czas: 17:38:02.162]	[Dziekan] [PID: 1030248] Kandydat [PID: 1033014] skierowany do komisji A [PID: 1030249]
