PID | OCENA A | OCENA B | OGOLNA OCENA | STATUS
9502 | 48.60 | 35.33 | 41.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9593 | 33.60 | 50.33 | 41.97 | ZDAL_EGZAMIN_BRAK_MIEJSC
9131 | 32.20 | 51.67 | 41.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9204 | 52.20 | 31.67 | 41.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9365 | 43.40 | 40.33 | 41.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9864 | 39.40 | 44.33 | 41.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
8805 | 60.20 | 23.33 | 41.77 | OBLAL
9419 | 33.20 | 50.33 | 41.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9523 | 67.80 | 15.67 | 41.73 | OBLAL
9443 | 33.40 | 50.00 | 41.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9492 | 34.00 | 49.33 | 41.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9475 | 36.20 | 47.00 | 41.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9616 | 34.20 | 49.00 | 41.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9811 | 53.20 | 30.00 | 41.60 | ZDAL_EGZAMIN_BRAK_MIEJSC
9532 | 53.40 | 29.67 | 41.53 | OBLAL
8709 | 36.80 | 46.00 | 41.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9577 | 46.80 | 36.00 | 41.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
8936 | 52.40 | 30.33 | 41.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9462 | 40.60 | 42.00 | 41.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9815 | 46.60 | 36.00 | 41.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9874 | 41.60 | 41.00 | 41.30 | ZDAL_EGZAMIN_BRAK_MIEJSC
9372 | 40.20 | 42.33 | 41.27 | ZDAL_EGZAMIN_BRAK_MIEJSC
8782 | 43.80 | 38.67 | 41.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9626 | 30.80 | 51.67 | 41.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
8869 | 36.00 | 46.33 | 41.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9557 | 53.00 | 29.33 | 41.16 | OBLAL
9721 | 44.20 | 38.00 | 41.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
9750 | 39.80 | 42.33 | 41.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9867 | 51.00 | 31.00 | 41.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9099 | 62.80 | 19.00 | 40.90 | OBLAL
9362 | 54.80 | 27.00 | 40.90 | OBLAL
9551 | 38.40 | 43.33 | 40.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9359 | 40.00 | 41.67 | 40.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9376 | 46.00 | 35.67 | 40.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9261 | 41.20 | 40.33 | 40.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
9168 | 43.80 | 37.67 | 40.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9309 | 42.80 | 38.67 | 40.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9538 | 40.80 | 40.67 | 40.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9378 | 60.60 | 20.67 | 40.64 | OBLAL
9014 | 58.40 | 22.67 | 40.53 | OBLAL
9680 | 60.40 | 20.67 | 40.53 | OBLAL
8655 | 56.00 | 25.00 | 40.50 | OBLAL
9653 | 38.00 | 43.00 | 40.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9480 | 48.20 | 32.67 | 40.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
9573 | 41.80 | 39.00 | 40.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9788 | 66.80 | 14.00 | 40.40 | OBLAL
8745 | 38.00 | 42.67 | 40.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9425 | 46.00 | 34.67 | 40.34 | ZDAL_EGZAMIN_BRAK_MIEJSC
9028 | 45.80 | 34.67 | 40.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9571 | 30.80 | 49.67 | 40.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
9879 | 42.80 | 37.67 | 40.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
8955 | 49.40 | 31.00 | 40.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9221 | 48.40 | 32.00 | 40.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9435 | 43.40 | 37.00 | 40.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
8763 | 53.60 | 26.67 | 40.14 | OBLAL
9285 | 39.60 | 40.67 | 40.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
8771 | 43.80 | 36.33 | 40.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
8821 | 33.80 | 46.33 | 40.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9084 | 44.00 | 36.00 | 40.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
8713 | 47.40 | 32.33 | 39.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9732 | 45.40 | 34.33 | 39.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9730 | 35.80 | 43.67 | 39.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
8858 | 53.60 | 25.67 | 39.64 | OBLAL
9510 | 39.60 | 39.67 | 39.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
8754 | 39.80 | 39.33 | 39.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9076 | 54.80 | 24.33 | 39.56 | OBLAL
9756 | 64.40 | 14.67 | 39.54 | OBLAL
8817 | 51.60 | 27.33 | 39.47 | OBLAL
8854 | 45.20 | 33.67 | 39.44 | ZDAL_EGZAMIN_BRAK_MIEJSC
8864 | 64.20 | 14.67 | 39.44 | OBLAL
9151 | 38.40 | 40.33 | 39.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9485 | 49.60 | 29.00 | 39.30 | OBLAL
8675 | 43.80 | 34.67 | 39.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
8880 | 49.80 | 28.67 | 39.23 | OBLAL
9172 | 50.80 | 27.67 | 39.23 | OBLAL
8993 | 33.40 | 45.00 | 39.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9515 | 50.20 | 27.67 | 38.94 | OBLAL
9793 | 50.80 | 27.00 | 38.90 | OBLAL
9697 | 35.40 | 42.33 | 38.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9809 | 41.40 | 36.33 | 38.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
8908 | 39.20 | 38.33 | 38.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
8977 | 56.20 | 21.33 | 38.77 | OBLAL
8902 | 34.80 | 42.67 | 38.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9283 | 40.40 | 37.00 | 38.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9441 | 51.40 | 26.00 | 38.70 | OBLAL
9493 | 41.00 | 36.00 | 38.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
8662 | 57.20 | 19.67 | 38.44 | OBLAL
9292 | 52.20 | 24.67 | 38.44 | OBLAL
9495 | 37.80 | 39.00 | 38.40 | ZDAL_EGZAMIN_BRAK_MIEJSC
9508 | 49.60 | 27.00 | 38.30 | OBLAL
9536 | 47.80 | 28.67 | 38.23 | OBLAL
9637 | 30.80 | 45.67 | 38.23 | ZDAL_EGZAMIN_BRAK_MIEJSC
8732 | 40.00 | 36.33 | 38.16 | ZDAL_EGZAMIN_BRAK_MIEJSC
9275 | 39.60 | 36.67 | 38.14 | ZDAL_EGZAMIN_BRAK_MIEJSC
9112 | 31.20 | 45.00 | 38.10 | ZDAL_EGZAMIN_BRAK_MIEJSC
8950 | 47.00 | 28.67 | 37.84 | OBLAL
9439 | 57.80 | 17.67 | 37.73 | OBLAL
9547 | 42.40 | 33.00 | 37.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9371 | 37.00 | 38.00 | 37.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9566 | 57.00 | 18.00 | 37.50 | OBLAL
8724 | 37.60 | 37.33 | 37.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
9503 | 45.60 | 29.00 | 37.30 | OBLAL
8701 | 31.40 | 42.67 | 37.03 | ZDAL_EGZAMIN_BRAK_MIEJSC
9814 | 47.40 | 26.67 | 37.03 | OBLAL
9496 | 35.20 | 38.67 | 36.94 | ZDAL_EGZAMIN_BRAK_MIEJSC
9058 | 49.40 | 24.33 | 36.86 | OBLAL
8796 | 47.00 | 26.67 | 36.84 | OBLAL
9481 | 39.00 | 34.67 | 36.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9691 | 35.80 | 37.67 | 36.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9012 | 33.00 | 40.33 | 36.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
8750 | 39.80 | 33.33 | 36.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9247 | 36.80 | 36.33 | 36.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9719 | 55.80 | 17.33 | 36.56 | OBLAL
9849 | 37.40 | 35.67 | 36.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9472 | 44.20 | 28.33 | 36.27 | OBLAL
9118 | 45.40 | 27.00 | 36.20 | OBLAL
9482 | 40.40 | 32.00 | 36.20 | ZDAL_EGZAMIN_BRAK_MIEJSC
9470 | 51.00 | 21.33 | 36.16 | OBLAL
9790 | 55.60 | 16.67 | 36.14 | OBLAL
8983 | 45.40 | 26.67 | 36.03 | OBLAL
9077 | 61.00 | 11.00 | 36.00 | OBLAL
9644 | 36.00 | 36.00 | 36.00 | ZDAL_EGZAMIN_BRAK_MIEJSC
9473 | 46.80 | 25.00 | 35.90 | OBLAL
8969 | 37.40 | 34.33 | 35.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9525 | 34.00 | 37.67 | 35.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9214 | 30.40 | 41.00 | 35.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9351 | 33.40 | 38.00 | 35.70 | ZDAL_EGZAMIN_BRAK_MIEJSC
9030 | 31.00 | 40.33 | 35.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9812 | 37.00 | 34.33 | 35.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
9210 | 43.60 | 27.67 | 35.64 | OBLAL
9213 | 35.80 | 35.33 | 35.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9631 | 40.80 | 30.33 | 35.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
9124 | 38.40 | 32.67 | 35.53 | ZDAL_EGZAMIN_BRAK_MIEJSC
9876 | 34.00 | 37.00 | 35.50 | ZDAL_EGZAMIN_BRAK_MIEJSC
9226 | 30.60 | 40.33 | 35.47 | ZDAL_EGZAMIN_BRAK_MIEJSC
8795 | 41.20 | 29.67 | 35.44 | OBLAL
9725 | 61.20 | 9.67 | 35.44 | OBLAL
8788 | 48.40 | 22.33 | 35.36 | OBLAL
9240 | 39.40 | 31.33 | 35.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9176 | 54.80 | 15.67 | 35.23 | OBLAL
9795 | 49.00 | 21.33 | 35.16 | OBLAL
9794 | 62.60 | 7.67 | 35.13 | OBLAL
9598 | 38.80 | 31.33 | 35.06 | ZDAL_EGZAMIN_BRAK_MIEJSC
9096 | 43.20 | 26.67 | 34.94 | OBLAL
9409 | 34.00 | 35.67 | 34.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9281 | 36.60 | 33.00 | 34.80 | ZDAL_EGZAMIN_BRAK_MIEJSC
9246 | 49.80 | 19.67 | 34.73 | OBLAL
9341 | 35.80 | 33.67 | 34.73 | ZDAL_EGZAMIN_BRAK_MIEJSC
9539 | 47.80 | 21.67 | 34.73 | OBLAL
9262 | 51.80 | 17.33 | 34.56 | OBLAL
9618 | 43.40 | 25.67 | 34.53 | OBLAL
8927 | 41.20 | 27.67 | 34.44 | OBLAL
8718 | 34.40 | 34.33 | 34.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9764 | 37.40 | 31.33 | 34.36 | ZDAL_EGZAMIN_BRAK_MIEJSC
9034 | 51.80 | 16.67 | 34.23 | OBLAL
8848 | 45.00 | 23.00 | 34.00 | OBLAL
9854 | 44.00 | 24.00 | 34.00 | OBLAL
8951 | 41.80 | 26.00 | 33.90 | OBLAL
9426 | 54.00 | 13.67 | 33.84 | OBLAL
9870 | 54.80 | 12.67 | 33.73 | OBLAL
9200 | 31.00 | 36.33 | 33.66 | ZDAL_EGZAMIN_BRAK_MIEJSC
8690 | 38.80 | 28.33 | 33.56 | OBLAL
9249 | 34.80 | 32.33 | 33.56 | ZDAL_EGZAMIN_BRAK_MIEJSC
8830 | 40.40 | 26.33 | 33.36 | OBLAL
9796 | 53.00 | 13.67 | 33.34 | OBLAL
9290 | 42.40 | 23.67 | 33.03 | OBLAL
9016 | 44.00 | 22.00 | 33.00 | OBLAL
9211 | 36.20 | 29.67 | 32.94 | OBLAL
8746 | 34.60 | 30.67 | 32.64 | ZDAL_EGZAMIN_BRAK_MIEJSC
9519 | 47.20 | 18.00 | 32.60 | OBLAL
9306 | 37.00 | 27.67 | 32.34 | OBLAL
8837 | 51.00 | 13.33 | 32.16 | OBLAL
9148 | 37.80 | 26.33 | 32.06 | OBLAL
8838 | 30.60 | 33.33 | 31.96 | ZDAL_EGZAMIN_BRAK_MIEJSC
9546 | 33.00 | 30.67 | 31.84 | ZDAL_EGZAMIN_BRAK_MIEJSC
9640 | 32.20 | 31.33 | 31.77 | ZDAL_EGZAMIN_BRAK_MIEJSC
8661 | 52.00 | 11.33 | 31.66 | OBLAL
9714 | 34.00 | 29.33 | 31.66 | OBLAL
8729 | 45.40 | 17.67 | 31.54 | OBLAL
9852 | 43.40 | 19.67 | 31.54 | OBLAL
9236 | 52.00 | 11.00 | 31.50 | OBLAL
9179 | 43.20 | 19.67 | 31.44 | OBLAL
8809 | 40.80 | 21.33 | 31.06 | OBLAL
9767 | 45.20 | 16.67 | 30.94 | OBLAL
8766 | 30.40 | 31.33 | 30.86 | ZDAL_EGZAMIN_BRAK_MIEJSC
9711 | 41.20 | 20.33 | 30.77 | OBLAL
8940 | 35.80 | 25.67 | 30.73 | OBLAL
9255 | 42.40 | 19.00 | 30.70 | OBLAL
8779 | 35.80 | 25.33 | 30.56 | OBLAL
9177 | 39.40 | 21.33 | 30.36 | OBLAL
9839 | 34.80 | 25.33 | 30.06 | OBLAL
8881 | 37.60 | 22.00 | 29.80 | OBLAL
9276 | 32.20 | 27.33 | 29.77 | OBLAL
9565 | 40.20 | 19.33 | 29.77 | OBLAL
9789 | 35.60 | 23.67 | 29.64 | OBLAL
8802 | 42.20 | 16.33 | 29.27 | OBLAL
9869 | 39.20 | 19.33 | 29.27 | OBLAL
9354 | 37.40 | 20.00 | 28.70 | OBLAL
8884 | 32.80 | 23.67 | 28.23 | OBLAL
9638 | 33.40 | 21.00 | 27.20 | OBLAL
8946 | 42.60 | 11.00 | 26.80 | OBLAL
9001 | 39.60 | 13.33 | 26.46 | OBLAL
9740 | 32.40 | 18.33 | 25.36 | OBLAL
9135 | 33.00 | 15.33 | 24.16 | OBLAL
8827 | 29.80 | 0.00 | 14.90 | OBLAL
9368 | 29.80 | 0.00 | 14.90 | OBLAL
8767 | 29.60 | 0.00 | 14.80 | OBLAL
8976 | 29.60 | 0.00 | 14.80 | OBLAL
9442 | 29.60 | 0.00 | 14.80 | OBLAL
8706 | 29.40 | 0.00 | 14.70 | OBLAL
8758 | 29.40 | 0.00 | 14.70 | OBLAL
9057 | 29.40 | 0.00 | 14.70 | OBLAL
9156 | 29.40 | 0.00 | 14.70 | OBLAL
8685 | 29.20 | 0.00 | 14.60 | OBLAL
8781 | 29.20 | 0.00 | 14.60 | OBLAL
9121 | 29.20 | 0.00 | 14.60 | OBLAL
8668 | 29.00 | 0.00 | 14.50 | OBLAL
8680 | 29.00 | 0.00 | 14.50 | OBLAL
8687 | 29.00 | 0.00 | 14.50 | OBLAL
8759 | 28.80 | 0.00 | 14.40 | OBLAL
9025 | 28.80 | 0.00 | 14.40 | OBLAL
9193 | 28.80 | 0.00 | 14.40 | OBLAL
8841 | 28.40 | 0.00 | 14.20 | OBLAL
8994 | 28.40 | 0.00 | 14.20 | OBLAL
9450 | 28.40 | 0.00 | 14.20 | OBLAL
9658 | 28.40 | 0.00 | 14.20 | OBLAL
9422 | 28.20 | 0.00 | 14.10 | OBLAL
9797 | 28.20 | 0.00 | 14.10 | OBLAL
8789 | 28.00 | 0.00 | 14.00 | OBLAL
8808 | 28.00 | 0.00 | 14.00 | OBLAL
9253 | 27.80 | 0.00 | 13.90 | OBLAL
9542 | 27.80 | 0.00 | 13.90 | OBLAL
9630 | 27.80 | 0.00 | 13.90 | OBLAL
9709 | 27.80 | 0.00 | 13.90 | OBLAL
9755 | 27.80 | 0.00 | 13.90 | OBLAL
9552 | 27.00 | 0.00 | 13.50 | OBLAL
8926 | 26.80 | 0.00 | 13.40 | OBLAL
9146 | 26.80 | 0.00 | 13.40 | OBLAL
9507 | 26.60 | 0.00 | 13.30 | OBLAL
9540 | 26.60 | 0.00 | 13.30 | OBLAL
8886 | 26.40 | 0.00 | 13.20 | OBLAL
9250 | 26.00 | 0.00 | 13.00 | OBLAL
9545 | 26.00 | 0.00 | 13.00 | OBLAL
8812 | 25.80 | 0.00 | 12.90 | OBLAL
9810 | 25.80 | 0.00 | 12.90 | OBLAL
9184 | 25.20 | 0.00 | 12.60 | OBLAL
9474 | 25.20 | 0.00 | 12.60 | OBLAL
9643 | 25.20 | 0.00 | 12.60 | OBLAL
9659 | 25.00 | 0.00 | 12.50 | OBLAL
8778 | 24.80 | 0.00 | 12.40 | OBLAL
9758 | 24.40 | 0.00 | 12.20 | OBLAL
8698 | 23.80 | 0.00 | 11.90 | OBLAL
8672 | 23.60 | 0.00 | 11.80 | OBLAL
9244 | 23.60 | 0.00 | 11.80 | OBLAL
9256 | 23.60 | 0.00 | 11.80 | OBLAL
9647 | 23.40 | 0.00 | 11.70 | OBLAL
9299 | 23.20 | 0.00 | 11.60 | OBLAL
9208 | 23.00 | 0.00 | 11.50 | OBLAL
9437 | 23.00 | 0.00 | 11.50 | OBLAL
9413 | 22.80 | 0.00 | 11.40 | OBLAL
8751 | 22.20 | 0.00 | 11.10 | OBLAL
9627 | 22.20 | 0.00 | 11.10 | OBLAL
9652 | 22.20 | 0.00 | 11.10 | OBLAL
9847 | 22.00 | 0.00 | 11.00 | OBLAL
9765 | 21.40 | 0.00 | 10.70 | OBLAL
9398 | 21.00 | 0.00 | 10.50 | OBLAL
9747 | 21.00 | 0.00 | 10.50 | OBLAL
9133 | 20.60 | 0.00 | 10.30 | OBLAL
8811 | 20.40 | 0.00 | 10.20 | OBLAL
9675 | 19.80 | 0.00 | 9.90 | OBLAL
8692 | 19.20 | 0.00 | 9.60 | OBLAL
9446 | 19.20 | 0.00 | 9.60 | OBLAL
9600 | 19.00 | 0.00 | 9.50 | OBLAL
9776 | 19.00 | 0.00 | 9.50 | OBLAL
8842 | 16.40 | 0.00 | 8.20 | OBLAL
9533 | 16.40 | 0.00 | 8.20 | OBLAL
8979 | 14.60 | 0.00 | 7.30 | OBLAL
8810 | 11.40 | 0.00 | 5.70 | OBLAL
9858 | 10.60 | 0.00 | 5.30 | OBLAL
8659 | 0.00 | 0.00 | 0.00 | OBLAL
8674 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
8708 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
8769 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
8775 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
8783 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
8804 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
8877 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
8917 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
8921 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9129 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9201 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9241 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9314 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9427 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9433 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9448 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9478 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9498 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9505 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9556 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9667 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9722 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9780 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9824 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
9861 | 0.00 | 0.00 | 0.00 | BRAK_MATURY
